event_info,num_ips,has_multiple_ip_ranges,unique_ip_countries,criticite
OSINT - LockPoS Joins the Flock,0,0,0,1.0
M2M -  Encrypted Docx Campaign,5,1,1,1.0
M2M -  #trickbot Lloyds Bank,19,1,1,1.0
OSINT - Recent Winnti Infrastructure and Samples,0,0,0,1.0
OSINT - Unravelling .NET with the Help of WinDBG,0,0,0,1.0
OSINT - Linux.Bew: un backdoor para el minado de Bitcoin,2,1,1,1.0
"OSINT - CowerSnail, from the creators of SambaCry",0,0,0,1.0
"OSINT - Real News, Fake Flash: Mac OS X Users Targeted",4,1,1,1.0
"OSINT - A Look at JS_POWMET, a Completely Fileless Malware",0,0,0,1.0
OSINT - TwoFace Webshell: Persistent Access Point for Lateral Movement,0,0,0,1.0
OSINT - Fake Snapchat in Google Play Store,0,0,0,1.0
OSINT - The Blockbuster Saga Continues,9,1,1,1.0
"OSINT - Emotet, New high-volume spam campaign has links pointing to malicious documents that download banking Trojan",0,0,0,1.0
OSINT - Malware uncovered by ESET researchers aimed at gamers,0,0,0,1.0
OSINT - Meet Ovidiy Stealer: Bringing credential theft to the masses,0,0,0,1.0
Malspam 2017-08-24 'Bill-',1,0,1,1.0
OSINT - New Version of â€œTrickbotâ€ Adds Worm Propagation Module,0,0,0,1.0
Malspam 2017-08-25 'New voice message',4,1,1,1.0
OSINT - Operation RAT Cook: Chinese APT actors use fake Game of Thrones leaks as lures,1,0,1,1.0
OSINT - Ukrainian Financial Institutions Targeted by Wave of Malicious EPS File Attacks,0,0,0,1.0
OSINT - Ursnif variant found using mouse movement for decryption and evasion,0,0,0,1.0
OSINT - The ZAYKA and NOOB CryptoMix Ransomware Variants Released in Quick Succession,0,0,0,1.0
OSINT - Reyptson Ransomware Spams Your Friends by Stealing Thunderbird Contacts,0,0,0,1.0
Malspam 2017-08-28 'IMG-',6,1,1,1.0
OSINT - New Nuclear BTCWare Ransomware Released,0,0,0,1.0
OSINT - Javascript malware hosted on US government site which launches powershell to connect to C2.,0,0,0,1.0
"OSINT - Emotet Trojan Acts as Loader, Spreads Automatically",34,1,1,1.0
OSINT - ShadowPad :  popular server management software hit in supply chain attack,0,0,0,1.0
OSINT - Threat actor goes on a Chrome extension hijacking spree,0,0,0,1.0
OSINT - Jimmy Nukebot: from Neutrino with love,0,0,0,1.0
OSINT - SynAck Ransomware Sees Huge Spike in Activity,0,0,0,1.0
OSINT - Dragonfly: Western energy sector targeted by sophisticated attack group,1,0,1,1.0
OSINT -  New multi platform malware/adware spreading via Facebook Messenger,0,0,0,1.0
OSINT - Votiro Labs exposed a new hacking campaign targeting Vietnamese organisations using weaponized Word documents,6,1,1,1.0
OSINT - Cryptocurrency Miner Uses WMI and EternalBlue To Spread Filelessly,0,0,0,1.0
OSINT -  Booters with Chinese Characteristics: The Rise of Chinese Online DDoS Platforms,24,1,1,1.0
Malspam 2017-09-08 - 'Emailed Invoice -' - .html attachment,1,0,1,1.0
OSINT - Malware Group Uses Facebook CDN to Bypass Security Solutions,0,0,0,1.0
Malspam 2017-09-12 - 'Your Amazon.co.uk order' phishing,3,1,1,1.0
"M2M -  Locky 2017-09-19 : Affid=3, offline, "".ykcol"" : ""Emailing - 10008001234"" - ""10008001234.7z""",12,1,1,1.0
"M2M -  Locky 2017-09-19 : Affid=3, offline, "".ykcol"" : ""HERBALIFE Order Number: 6N01001234"" - ""6N01001234_1.7z""",18,1,1,1.0
"M2M -  Locky 2017-09-20 : Affid=3, offline, "".ykcol"" : ""New voice message..."" - ""msg0321.7z""",11,1,1,1.0
"M2M -  Locky 2017-09-18 : Affid=3, offline, "".ykcol"" : ""Message from KM_C224e"" - ""20171809_12345678901.7z""",16,1,1,1.0
"M2M -  Locky: ""Invoice RE-2017-09-21-00xxx""	from ""Amazon Marketplace""",11,1,1,1.0
"M2M -  Locky 2017-09-21/22 : Affid=3, offline, "".ykcol"" : ""PIC_1234"" - ""PIC_1234.7z""",13,1,1,1.0
"M2M -  Locky 2017-09-22 : Affid=3, offline, "".ykcol"" : ""Your Invoice # 123456"" - ""Invoice_file_654321.7z""",15,1,1,1.0
"M2M -  Locky 2017-09-25 : Affid=3, offline, "".ykcol"" : ""Message from 02087654321"" - ""Voice Message.7z""",12,1,1,1.0
"M2M -  Locky 2017-09-25 : Affid=3, offline, "".ykcol"" : ""12_Invoice_3456"" - ""001_1234.7z""",16,1,1,1.0
"M2M -  Locky 2017-09-26 : Affid=3, offline, "".ykcol"":""INVOICE"" - ""A1234567890.7z""",11,1,1,1.0
OSINT - Striking Oil: A Closer Look at Adversary Infrastructure,1,0,1,1.0
"M2M -  Locky 2017-09-26 : Affid=3, offline, "".ykcol"" : ""Invoice PIS1234567"" - ""InvoicePIS1234567.7z""",11,1,1,1.0
OSINT - Threat Actors Target Government of Belarus Using CMSTAR Trojan,0,0,0,1.0
OSINT -  Banking Trojan Attempts To Steal Brazillion$,0,0,0,1.0
"M2M -  Locky 2017-09-29 : Affid=3, offline, "".ykcol"" : ""Invoice"" - ""123456.7z""",13,1,1,1.0
"M2M -  Locky 2017-10-02 : Affid=3, offline, "".ykcol"" : ""New Doc 2017-10-02 - Page 3.7z""",14,1,1,1.0
"M2M -  Locky 2017-10-02 : Affid=3, offline, "".ykcol"" : ""Emailed Invoice - 123456"" - ""I_123456.7z""",14,1,1,1.0
OSINT - Evidence Aurora Operation Still Active Part 2: More Ties Uncovered Between CCleaner Hack & Chinese Hackers,1,0,1,1.0
"M2M -  Locky 2017-10-03 : Affid=3, offline, "".ykcol"" : ""INVOICE"" - ""A_1234567890.7z""",12,1,1,1.0
"M2M -  Locky 2017-10-05 : Affid=3, offline, "".ykcol"" : ""Invoice"" - ""1234567.7z""",16,1,1,1.0
"M2M -  Locky 2017-10-06 : Affid=3, offline, "".ykcol"" : ""Your Remittance Advice"" - ""12345 Remittance.7z""",14,1,1,1.0
OSINT - Significant FormBook Distribution Campaigns Impacting the U.S. and South Korea,0,0,0,1.0
"M2M -  Locky 2017-10-09 : Affid=3, offline, "".ykcol"" : ""Invoice IP1234567"" - ""Invoice-IP1234567.7z""",22,1,1,1.0
"M2M -  Locky 2017-10-10 : Affid=3, offline, "".asasin"" : ""Document ... is complete"" - ""invoice_1234_sign_and_return.7z""",10,1,1,1.0
"M2M -  Locky Affid=3, ""asasin"" / Trickbot ""mac1"" 2017-10-10 : ""Status of invoice A2171234-56"" - ""A2171234-56.html""",37,1,1,1.0
"M2M -  Locky 2017-10-10 : Affid=3, offline, "".asasin"" : ""Voicemail From 845-551-1234"" - ""VMSG12345678_20171010.7z""",15,1,1,1.0
"M2M -  Locky Affid=3, "".asasin""/Trickbot ""mac1"" 2017-10-05 : ""Invoice INV0000123"" - ""Invoice INV0000123.7z""",49,1,1,1.0
"M2M -  Locky Affid=3, "".asasin""/Trickbot ""mac1"" 2017-10-11 : ""Supplement payment 1234567890"" - ""F1234567890_11102017.7z""",58,1,1,1.0
"M2M -  Locky Affid=3, "".asasin""/Trickbot ""mac1"" 2017-10-11 : ""Emailing: 12345678"" - ""12345678.7z""",57,1,1,1.0
OSINT - BlackOasis APT and new targeted attacks leveraging zero-day exploit,1,0,1,1.0
"M2M -  Locky Affid=3, "".asasin""/Trickbot ""mac1"" 2017-10-18 : ""Invoice 123456789 10.18.2017.7z""",45,1,1,1.0
"M2M -  Locky 2017-10-18 : Affid=3, offline, "".asasin"" : ""Message from 02087654321"" - ""Voice Message.7z""",4,1,1,1.0
"M2M -  Malspam 2017-10-19 ""Emailed Invoice - ******""",7,1,1,1.0
OSINT - IoT_reaper: A Rappid Spreading New IoT Botnet,4,1,1,1.0
OSINT - JadeRAT mobile surveillanceware spikes in espionage activity,12,1,1,1.0
Bad Rabbit (via Pastebin),1,0,1,1.0
OSINT - Bad Rabbit: Not-Petya is back with improved ransomware,1,0,1,1.0
"OSINT - Bahamut Revisited, More Cyber Espionage in the Middle East and South Asia",4,1,1,1.0
"M2M -  Locky Affid=3, "".asasin""/Trickbot ""mac1"" 2017-10-31 : ""Invoice INV0000123"" - ""INV0000123.doc""",37,1,1,1.0
Evasive Sage 2.2 Ransomware,0,0,0,1.0
"OSINT - OceanLotus Blossoms: Mass Digital Surveillance and Attacks Targeting ASEAN, Asian Nations, the Media, Human Rights Groups, and Civil Society",0,0,0,1.0
"M2M -  Locky Affid=3, "".asasin"" 2017-11-02 : ""Scan"" - ""Scan00123.doc""",13,1,1,1.0
"M2M -  Locky 2017-11-09 : Affid=3, offline, "".asasin"" : ""Documents"" - ""ABY001234.doc""",10,1,1,1.0
OSINT - 0000 Cryptomix Ransomware Variant Released,0,0,0,1.0
OSINT - Fake Windows Troubleshooting Support Scam Uploads Screenshots & Uses Paypal,0,0,0,1.0
OSINT - Google Discovers New Tizi Android Spyware,0,0,0,1.0
OSINT - Tizi: Detecting and blocking socially engineered spyware on Android,0,0,0,1.0
OSINT - Gaffe Reveals Full List of Targets in Spear Phishing Attack Using Cobalt Strike Against Financial Institutions,2,1,1,1.0
"M2M - ""..doc"" 2017-12-01 : ""12_Invoice_3456"" - ""I_4321.7z""",13,1,1,1.0
"M2M - ""..doc"" 2017-12-05 : 'Message from ""G10PR0123456.MYCOMPANY.COM""' - ""20171205123.zip""",8,1,1,1.0
OSINT - HC7 GOTYA Ransomware Installed via Remote Desktop Services. Spread with PsExec,0,0,0,1.0
OSINT - Multi-stage malware sneaks into Google Play,0,0,0,1.0
OSINT - Attackers Deploy New ICS Attack Framework â€œTRITONâ€ and Cause Operational Disruption to Critical Infrastructure,0,0,0,1.0
OSINT -  WORK Cryptomix Ransomware Variant Released,0,0,0,1.0
OSINT - File Spider Ransomware Targeting the Balkans With Malspam,0,0,0,1.0
OSINT - RIG exploit kit distributes Princess ransomware,2,1,1,1.0
OSINT - Still stealing,0,0,0,1.0
OSINT - GratefulPOS credit card stealing malware - just in time for the shopping season,1,0,1,1.0
OSINT - Zeus Panda Banking Trojan Targets Online Holiday Shoppers,0,0,0,1.0
OSINT - Malspam pushing Locky ransomware tries HoeflerText notifications for Chrome and FireFox,0,0,0,1.0
OSINT - Banking malware on Google Play targets Polish banks,0,0,0,1.0
OSINT - How Mobile Bankbots Disguise as Perfectly Trustworthy Apps,1,0,1,1.0
OSINT - Rise of One More Mirai Worm Variant,0,0,0,1.0
OSINT - North Korea Bitten by Bitcoin Bug: Financially motivated campaigns reveal new dimension of the Lazarus Group,1,0,1,1.0
OSINT - DownAndExec: Banking malware utilizes CDNs in Brazil,0,0,0,1.0
OSINT - Locky Ransomware Pushed Alongside FakeGlobe in Upgraded Spam Campaigns,0,0,0,1.0
OSINT - Sednit espionage group now using custom exploit kit,0,0,0,1.0
Threat Analysis: Malicious Microsoft Word Documents Being Used in Targeted Attack Campaigns,1,0,1,1.0
OSINT - A North Korean Monero Cryptocurrency Miner,1,0,1,1.0
OSINT - MICROCIN MALWARE,0,0,0,1.0
OSINT - First Kotlin-Developed Malicious App Signs Users Up for Premium SMS Services,0,0,0,1.0
OSINT - Suspicious binary delivered as fake jpeg,0,0,0,1.0
"OSINT - Experts analyzed an Advanced ""all in memory"" CryptoWorm",0,0,0,1.0
"M2M -  GlobeImposter ""..doc"" 2018-01-12 : ""Unpaid invoice "" - ""1234567.7z""",8,1,1,1.0
OSINT - First C&C (IPv6) - Azorult,2,0,1,1.0
OSINT - Masuta : Satori Creatorsâ€™ Second Botnet Weaponizes A New Router Exploit.,0,0,0,1.0
Fake Job Application incl. Macro,1,0,1,1.0
OSINT - VERMIN: Quasar RAT and Custom Malware Used In Ukraine,8,1,1,1.0
OSINT - TelegramRAT evades traditional defenses via the cloud,0,0,0,1.0
OSINT - Analyzing CrossRAT,0,0,0,1.0
OSINT - Smominru Monero mining botnet making millions for operators,33,1,1,1.0
OSINT - Dasan Unauthenticated Remote Code Execution - and ongoing abuse,1,0,1,1.0
"OSINT - GandCrab Ransomware Distributed by Exploit Kits, Appends GDCB Extension",0,0,0,1.0
SMS/iMessage phishes forcing users to install/run scripts and update VPN settings,1,0,1,1.0
"OSINT - McAfee Uncovers Operation Honeybee, a Malicious Document Campaign Targeting Humanitarian Aid Groups",0,0,0,1.0
OSINT - Turla Nautilus Implant,1,0,1,1.0
OSINT - APT15 is alive and strong: An analysis of RoyalCli and RoyalDNS,0,0,0,1.0
"OSINT - March 28, 2018: Malware Analysis Report (MAR-10135536.11) â€“ North Korean Trojan: SHARPKNOT",0,0,0,1.0
OSINT - Crypter-as-a-Service Helps jRAT Fly Under The Radar,2,0,1,1.0
OSINT - Black Ruby Ransomware Skips Victims in Iran and Adds a Miner for Good Measure,0,0,0,1.0
OSINT - The WhiteRose Ransomware Is Decryptable & Tells A Strange Story,0,0,0,1.0
OSINT - New Matrix Ransomware Variants Installed Via Hacked Remote Desktop Services,0,0,0,1.0
"OSINT - Forgot About Default Accounts? No Worries, GoScanSSH Didnâ€™t",30,0,1,1.0
OSINT -  IcedID Banking Trojan Teams up with Rovnix for Distribution,1,0,1,1.0
OSINT - Goodbye Cerber? Hello Magniber Ransomware!,0,0,0,1.0
Vurten Ransomware,0,0,0,1.0
Crypren Ransomware,0,0,0,1.0
OSINT - Minecraft & CS:GO Ransomware Strive For Media Attention,0,0,0,1.0
OSINT - Maktub ransomware: possibly rebranded as Iron,0,0,0,1.0
OSINT - On the Economic Significance of Ransomware Campaigns: A Bitcoin Transactions Perspective,0,0,0,1.0
"OSINT - New Orangeworm attack group targets the healthcare sector in the U.S., Europe, and Asia",10,1,1,1.0
OSINT - Who's who in the zoo. Cyberespionage operation targets android users in the Middle East.,2,0,1,1.0
OSINT - GandCrab Version 3 Released With Autorun Feature and Desktop Background,0,0,0,1.0
OSINT - Botnet exploiting GPON Vulnerability,1,0,1,1.0
OSINT - Malicious Apps Get Back on the Play Store Just by Changing Their Name,0,0,0,1.0
Emotet 5-18-2018,19,1,1,1.0
Talos Blog: VPNFilter,13,1,1,1.0
Emotet - 5/17/2018,2,1,1,1.0
Hancitor,0,0,0,1.0
Talos Blog: Threat Roundup for May 18-25,4,1,1,1.0
US-CERT Alert (TA18-149A) HIDDEN COBRA – Joanap Backdoor Trojan and Brambul Server Message Block Worm,86,1,1,1.0
Phishing Domains,0,0,0,1.0
OSINT - Sigrun Ransomware Author Decrypting Russian Victims for Free,0,0,0,1.0
OSINT - PLEAD Downloader Used by BlackTech,1,0,1,1.0
"OSINT - InvisiMole: surprisingly equipped spyware, undercover since 2013",11,1,1,1.0
"OSINT -  Goodfellas, the Brazilian carding scene is after you",0,0,0,1.0
Trend Micro Blog: New KillDisk Variant Hits Latin American Financial Organizations Again,0,0,0,1.0
Malware Analysis Report (AR18-165A) MAR-10135536-12 â€“ North Korean Trojan: TYPEFRAME,7,1,1,1.0
"Clipboard Hijacker Targeting Bitcoin & Ethereum Users Infects Over 300,0000 PCs",0,0,0,1.0
OSINT - New Donut Ransomware,0,0,0,1.0
OSINT - DBGer Ransomware Uses EternalBlue and Mimikatz to Spread Across Networks,0,0,0,1.0
OSINT - Malware That Hit Pyeongchang Olympics Deployed in New Attacks,0,0,0,1.0
"Registrant Tracking for ""earthalgerrity@armyspy.com""",0,0,0,1.0
OSINT - RANCOR: Targeted Attacks in South East Asia Using PLAINTEE and DDKONG Malware Families,8,1,1,1.0
OSINT - APT Attack In the Middle East: The Big Bang,0,0,0,1.0
Trend Micro Blog: Malicious Macro Hijacks Desktop Shortcuts to Deliver Backdoor,0,0,0,1.0
OVH Phishing,0,0,0,1.0
"Email Credential Phish, Dropbox Theme",0,0,0,1.0
Hancitor Intel,0,0,0,1.0
OSINT - Kronos Banking Trojan Used to Deliver New Point-of-Sale Malware,0,0,0,1.0
OSINT - Leafminer: New Espionage Campaigns Targeting Middle Eastern Regions,0,0,0,1.0
OSINT - Kronos Reborn,1,0,1,1.0
OSINT - Malicious document targets Vietnamese officials,2,1,1,1.0
"Ursnif, MALWAREMESSIAGH",0,0,0,1.0
OSINT - CYBER THREATSCAPE  REPORT 2018 - MIDYEAR CYBERSECURITY  RISK REVIEW,0,0,0,1.0
OSINT - Malware Analysis Report (AR18-221A) MAR-10135536-17 â€“ North Korean Trojan: KEYMARBLE- MAR-10135536.r17.v1,3,1,1,1.0
OSINT - SamSam Ransomware Crew Made Nearly $6 Million From Ransom Payments,0,0,0,1.0
OSINT - RedAlpha: New Campaigns Discovered Targeting the Tibetan Community,12,1,1,1.0
OSINT - è‚šè„‘è™«ç»„ç»‡ï¼ˆAPT-C-35ï¼‰ç§»åŠ¨ç«¯æ”»å‡»æ´»åŠ¨æ­éœ²,6,1,1,1.0
OSINT - New Bip Dharma Ransomware Variant Released,0,0,0,1.0
OSINT - Sigma Ransomware Being Distributed Using Fake Craigslist Malspam,0,0,0,1.0
OSINT -  Operation AppleJeus: Lazarus hits cryptocurrency exchange with fake installer and macOS malware,5,1,1,1.0
"OSINT - Multi-exploit IoT/Linux Botnets Mirai and Gafgyt Target Apache Struts, SonicWall",2,0,1,1.0
OSINT - old njRAT activity,2,1,1,1.0
OSINT - Dangerous Invoices and Dangerous Infrastructure,1,0,1,1.0
"OSINT (expanded) - Xbash Combines Botnet, Ransomware, Coinmining in Worm that Targets Linux and Windows",2,1,1,1.0
OSINT - Poison Ivy Group and the Cyberespionage Campaign Against Chinese Military and Goverment,10,1,1,1.0
OSINT - Indicators of Compromise for Malware used by APT28,61,1,1,1.0
OSINT - Persirai: New Internet of Things (IoT) Botnet Targets IP Cameras,2,1,1,1.0
OSINT - CoalaBot: http Ddos Bot,0,0,0,1.0
OSINT - New Fox Ransomware Matrix Variant Tries Its Best to Close All File Handles,0,0,0,1.0
OSINT -  MuddyWater expands operations,4,1,1,1.0
OSINT - 2018-10-09 - HANCITOR INFECTION WITH ZEUS PANDA BANKER,0,0,0,1.0
OSINT - CozyBear â€“ In from the Cold?,0,0,0,1.0
OSINT - Analyzing OilRigâ€™s Ops Tempo from Testing to Weaponization to Delivery,0,0,0,1.0
OSINT - `event-stream` dependency attack steals wallets from users of copay,3,1,1,1.0
OSINT -  DNSpionage Campaign Targets Middle East,8,1,1,1.0
OSINT - Hancitor active again yith new macro - IoCs,0,0,0,1.0
MAR-10219351.r1.v2 (SamSam ransomware),0,0,0,1.0
MAR-10164494.r1.v1 (SamSam ransomware),0,0,0,1.0
MAR-10166283.r1.v1 (SamSam ransomware),0,0,0,1.0
OSINT - Sextortion with a side of ransomware,0,0,0,1.0
"OSINT - â€˜Operation Sharpshooterâ€™ Targets Global Defense, Critical Infrastructure",0,0,0,1.0
OSINT - Password Protected ZIP with Maldoc,0,0,0,1.0
OSINT - The Return of The Charming Kitten,24,1,1,1.0
Malicious ELF binary (Mirai) - 2018-12-22 (collected on a router),1,0,1,1.0
OSINT - Destructive Shamoon Malware Continues its Return with a New Anti-American Message,0,0,0,1.0
Phishing Sites,33,1,1,1.0
FBI FLASH AB-000102-MW,0,0,0,1.0
OSINT - DarkHydrus is launching attacks to targets in Middle East,0,0,0,1.0
OSINT -  Threat Actor â€œCold Riverâ€: Network Traffic Analysis and a Deep Dive on Agent Drable,8,1,1,1.0
OSINT - TA505 Group Adopts New ServHelper Backdoor and FlawedGrace RAT,0,0,0,1.0
OSINT - LoJax Command and Control Domains Still Active,2,1,1,1.0
Incident - pear.php.net - compromised and delivering malicious package,1,0,1,1.0
OSINT - DarkHydrus delivers new Trojan that can use Google Drive for C2 communications,0,0,0,1.0
IOCs Associated with DNS Infrastructure Tampering,9,1,1,1.0
2019-01-28: APT28 XTunnel Backdoor,1,0,1,1.0
2019-01-28: Turla Kazuar RAT,0,0,0,1.0
OSINT - Cisco Job Posting Targets Korean Candidates,0,0,0,1.0
Malicious XLS claiming to be from Deloitte,5,1,1,1.0
OSINT - DanaBot updated with new C&C communication,9,1,1,1.0
OSINT - ChessMaster Makes its Move: A Look into the Campaignâ€™s Cyberespionage Arsenal,0,0,0,1.0
OSINT - New BabyShark Malware Targets U.S. National Security Think Tanks,0,0,0,1.0
"OSINT -  New SLUB Backdoor Uses GitHub, Communicates via Slack",0,0,0,1.0
Fake invoice (per postal mail),0,0,0,1.0
LockerGoga  - yara rules,0,0,0,1.0
OSINT- WinRAR Zero-day (CVE-2018-20250) Abused in Multiple Campaigns,3,1,1,1.0
"Tor hidden services for GandCrab and jokeroo ""vendor""",0,0,0,1.0
OSINT - Hancitor domains,0,0,0,1.0
OSINT - Mirai Compiled for New Processors Surfaces in the Wild,1,0,1,1.0
Malware Analysis Report (AR19-100A) MAR-10135536-8 â€“ North Korean Trojan: HOPLIGHT MAR-10135536.r8.v1,15,1,1,1.0
OSINT - OSINT Reporting Regarding DPRK and TA505 Overlap,1,0,1,1.0
OSINT - 97 domains phishing spread over 10 IP's,20,1,1,1.0
OSINT - Nueva campaÃ±a del grupo ruso TA505 dirigida a Chile y Argentina. #ServHelper,2,1,1,1.0
OSINT - FINTEAM: Trojanized TeamViewer Against Government Targets,0,0,0,1.0
OSINT -  DNSpionage brings out the Karkoff,2,1,1,1.0
OSINT - BabyShark Malware Part Two â€“ Attacks Continue Using KimJongRAT and PCRat,0,0,0,1.0
OSINT -  Analysis of an IRC based Botnet,0,0,0,1.0
OSINT - Goblin Panda continues to target Vietnam,1,0,1,1.0
OSINT - CARBANAK Week - Fire Eye,4,1,1,1.0
OSINT - Buckeye: Espionage Outfit Used Equation Group Tools Prior to Shadow Brokers Leak,0,0,0,1.0
OSINT - keepass(dot)com spreading malware acting as the official site for KeePass password manager. Download for .dmg and .exe files are available on the site.,0,0,0,1.0
OSINT - [Emering] FIN7 JScript Loader Malware,0,0,0,1.0
HIDDEN COBRA - North Korean Malicious Cyber Activity (MAR-10135536.r21.v2),0,0,0,1.0
OSINT -   Sorpresa! JasperLoader targets Italy with a new bag of tricks,6,1,1,1.0
SMTP attackers honeypot logs for 2019-05-26,43,1,1,1.0
Script-maze historical malware seen,0,0,0,1.0
Linux server infection with coinminers (derived from original post with iptables rules),0,0,0,1.0
OSINT - FlawedAmmy RAT,1,0,1,1.0
OSINT - Gaining New Visibility into Financial Threats,7,1,1,1.0
OSINT - Spam Warns about Boeing 737 Max Crashes While Pushing Malware,0,0,0,1.0
OSINT - ThreatHunting/India/,0,0,0,1.0
OSINT - Hide â€˜N Seek Botnet Updates Arsenal with Exploits Against Nexus Repository Manager & ThinkPHP,0,0,0,1.0
Related malware samples,0,0,0,1.0
Soft Cell case - guessed indicators (via Twitter discussion),3,1,1,1.0
OSINT - OSX/Linker: New Mac malware attempts zero-day Gatekeeper bypass,1,0,1,1.0
OSINT - Threat Spotlight: Ratsnif - New Network Vermin from OceanLotus,1,0,1,1.0
OSINT -  SWEED: Exposing years of Agent Tesla campaigns,9,1,1,1.0
OSINT - Turla renews its arsenal with Topinambour,6,0,1,1.0
OSINT - From Carnaval to Cinco de Mayo â€“ The journey of Amavaldo,0,0,0,1.0
OSINT - Sharpening the Machete,6,1,1,1.0
OSINT -  Recent Cloud Atlas activity,2,1,1,1.0
OSINT - Emotet is back,25,1,1,1.0
OSINT - Mirai - Loligang bot,1,0,1,1.0
OSINT - Gamaredon group,0,0,0,1.0
OSINT - ESET discovered an undocumented backdoor used by the infamous Stealth Falcon group,3,1,1,1.0
OSINT - New Gootkit Banking Trojan campaign against Italian Companies and Users.,3,1,1,1.0
OSINT - Emotet Updated C2 Info 9/20,0,0,0,1.0
OSINT - #EmissaryPanda #APT older sample (2018),0,0,0,1.0
OSINT - Chrome 0-day exploit CVE-2019-13720 used in Operation WizardOpium,1,0,1,1.0
OSINT - Turla/Venomous Bear Implants,0,0,0,1.0
OSINT - Dans lâ€™Å“il de notre CyberSOC : la campagne malspam Aggah diversifie ses outils,0,0,0,1.0
IECrypt sample analysed with VMRay Analyzer Report for Sample #245141 (IECrypt),0,0,0,1.0
OSINT - BitPaymer Source Code Fork: Meet DoppelPaymer Ransomware and Dridex 2.0,0,0,0,1.0
OSINT - Trojan.ElectrumDoSMiner -  a Trojan responsible for the denial of service attacks against Electrum bitcoin wallets.,4,1,1,1.0
OSINT - Reversing a real-world 249 bytes backdoor!,0,0,0,1.0
OSINT - Spam via mobile phone,0,0,0,1.0
VBS Downloader and Defender Control,9,1,1,1.0
Emotet/Trickbot,2,1,1,1.0
Ako Ransomware,1,0,1,1.0
Emotet - Trickbot - CobaltStrike - gtag mor85,2,1,1,1.0
Dever Ransomware,1,0,1,1.0
XMRig & Masscan,1,0,1,1.0
IRS Doc Malware,8,1,1,1.0
Trickbot and AdFind Recon,2,1,1,1.0
Ostap Maldoc Samples,2,1,1,1.0
Racoon Stealer,0,0,0,1.0
Interesting Recon Script,0,0,0,1.0
Remcos RAT 02-28-20,2,1,1,1.0
Harma and Odveta Ransomware,4,1,1,1.0
"Rhombus - Linux DDoS botnet aims VPS & IoT, w/persistence & dropper",4,1,1,1.0
OSINT - revengeRAT targeting France,1,0,1,1.0
Trickbot Gtag QW1,2,1,1,1.0
Trickbot Gtag lib693/tt0002,40,1,1,1.0
Lokibot Equation Editor Sample,2,1,1,1.0
OSINT - Pivot from IP address (105.235.129.138) where the C2 was running,1,0,1,1.0
Ursnif Campaign f1.pipen.at,6,1,1,1.0
Trickbot to Pyxie,59,1,1,1.0
Linux/Mirai-Hilix (w/New TABLE encoder) aims Realtek & Huawei routers,4,1,1,1.0
Linux/KAITEN AK47(a Mod-Telnet-Scanner) & Echo-loader hexstrings spread,5,1,1,1.0
OSINT - New Cyber Operation Targets Italy: Digging Into the Netwire Attack Chai,1,0,1,1.0
OSINT - IQ-FA006:Dridex XLS Documents with Fancy Lures,0,0,0,1.0
Dridex to Empire,15,1,1,1.0
RegretLocker - VMRay Analyzer Report for Sample #1500977,8,1,1,1.0
OSINT - Babuk Ransomware,0,0,0,1.0
Gamaredon Group (common notes from McAfee and other sources),0,0,0,1.0
CISA.gov - AA21-062A Mitigate Microsoft Exchange Server Vulnerabilities,15,1,1,1.0
Nanocore 20210816,0,0,0,1.0
OSINT - Cytrox Spyware Indicators of Compromise,0,0,0,1.0
A22-108A TraderTraitor North Korean State-Sponsored APT Targets Blockchain Companies,13,1,1,1.0
Phishing La Banque Postale - Lookyloo Capture (http://one.doesntexist.com/p/b2ba4),0,0,0,1.0
CISA - MAR-10382254.r1.v1: XMRIG Cryptominer,0,0,0,1.0
Microsoft Office 365 Phishing - hosted on IPFS - https://ipfs.io/ipfs/QmdZDtyPrvVegTU7p6JZ5dm3CoZnH2qdEjTRfsUY8Nncwh,0,0,0,1.0
CISA - MAR-10459736.r1.v1 - WHIRLPOOL Variant,0,0,0,1.0
Pandora analysis (INV0027378237.7z) - Malicious attachment,0,0,0,1.0
Police.CH - Erpresserische Kryptowährung-Adressen,0,0,0,1.0
Spyware Telegram mod distributed via Google Play - Evil Telegram doppelganger attacks Chinese users,0,0,0,1.0
AA23-250A: Multiple Nation-State Threat Actors Exploit CVE-2022-47966 and CVE-2022-42475,23,1,1,1.0
PSA: Fake CVE-2023-45124 Phishing Scam Tricks Users Into Installing Backdoor Plugin,0,0,0,1.0
AA23-339A Threat Actors Exploit Adobe ColdFusion CVE- 2023-26360 for Initial Access to Government Servers,1,0,1,1.0
AA22-138B Threat Actors Chaining VMware Vulnerabilities for Full System Control,20,1,1,1.0
OSINT - Advisory: Active exploitation of Check Point Remote Access VPN vulnerability (CVE-2024-24919),4,1,1,1.0
CISA - AA24-131A #StopRansomware: Black Basta,20,1,1,1.0
OSINT - RDGAs: The Next Chapter in Domain Generation Algorithms,0,0,0,1.0
Fake booking.com website - Lookyloo Capture (https://booking-0ef4-8213-ae7f-3fec3e22.1facc.pw/?stays=superb-apartment-to-rent-in-central-nijmegen&sid=9648547963&id=376818034&awg_dvm=FCgjGHuw8y),0,0,0,1.0
OSINT - NGate Android malware relays NFC traffic to steal cash,1,0,1,1.0
