event_info,threat_level_id,num_domains,num_ips,num_urls,has_multiple_ip_ranges,unique_ip_countries,avg_domain_entropy,avg_length_of_urls,criticite
"M2M - ""..doc"" 2017-11-30 : ""FL-123456 11.30.2017.7z""",3,11,10,13,1,1,3.2809194529934107,55.84615384615385,1.0
"M2M - ""..doc"" 2017-12-01 : ""12_Invoice_3456"" - ""I_4321.7z""",3,12,13,14,1,1,3.328447776343852,42.07142857142857,1.0
"M2M - ""..doc"" 2017-12-04 : ""Emailing: 1234567"" - ""1234567.7z""",3,10,9,12,1,1,3.2080187744458177,48.41666666666666,1.0
"M2M - ""..doc"" 2017-12-05 : 'Message from ""G10PR0123456.MYCOMPANY.COM""' - ""20171205123.zip""",3,9,8,8,1,1,3.1971054489826325,46.5,1.0
OSINT - HC7 GOTYA Ransomware Installed via Remote Desktop Services. Spread with PsExec,3,0,0,4,0,0,0.0,119.0,1.0
OSINT - StrongPity2 spyware replaces FinFisher in MitM campaign â€“ ISP involved?,2,0,0,8,0,0,0.0,81.5,0.0
OSINT - Multi-stage malware sneaks into Google Play,3,5,0,1,0,0,3.598762065326836,81.0,1.0
OSINT - Attackers Deploy New ICS Attack Framework â€œTRITONâ€ and Cause Operational Disruption to Critical Infrastructure,3,0,0,1,0,0,0.0,106.0,1.0
OSINT -  WORK Cryptomix Ransomware Variant Released,3,0,0,1,0,0,0.0,90.0,1.0
OSINT - File Spider Ransomware Targeting the Balkans With Malspam,3,0,0,5,0,0,0.0,60.8,1.0
OSINT - Active ransomware attack uses impersonation and embedded advanced threats,3,0,0,1,0,0,0.0,112.0,1.0
OSINT - RIG exploit kit distributes Princess ransomware,3,1,2,1,1,1,3.811037868342279,97.0,1.0
OSINT - Operation Dragonfly Analysis Suggests Links to Earlier Attacks,3,0,0,1,0,0,0.0,111.0,1.0
OSINT - Still stealing,3,1,0,1,0,0,3.3248629576173565,44.0,1.0
OSINT - GratefulPOS credit card stealing malware - just in time for the shopping season,3,1,1,1,0,1,4.451146891896382,149.0,1.0
OSINT - Zeus Panda Banking Trojan Targets Online Holiday Shoppers,3,3,0,5,0,0,3.440669185392523,64.2,1.0
OSINT - The Emotet Banking Trojan: Analysis of Dropped Malware Morphing at Scale,3,0,0,1,0,0,0.0,65.0,1.0
OSINT - Malspam pushing Locky ransomware tries HoeflerText notifications for Chrome and FireFox,3,0,0,27,0,0,0.0,39.92592592592592,1.0
OSINT - Banking malware on Google Play targets Polish banks,3,2,0,1,0,0,3.320111964470926,79.0,1.0
OSINT - How Mobile Bankbots Disguise as Perfectly Trustworthy Apps,3,0,1,1,0,1,0.0,48.0,1.0
OSINT - Rise of One More Mirai Worm Variant,3,0,0,1,0,0,0.0,72.0,1.0
OSINT - North Korea Bitten by Bitcoin Bug: Financially motivated campaigns reveal new dimension of the Lazarus Group,3,16,1,27,0,1,3.669533410604862,53.7037037037037,1.0
OSINT - DownAndExec: Banking malware utilizes CDNs in Brazil,3,0,0,3,0,0,0.0,48.66666666666666,1.0
OSINT - Locky Ransomware Pushed Alongside FakeGlobe in Upgraded Spam Campaigns,3,0,0,5,0,0,0.0,55.4,1.0
OSINT - Sednit espionage group now using custom exploit kit,3,12,0,3,0,0,3.245302868409069,56.0,1.0
OSINT -  Repository containting orignal and decompiled files of TRISIS/TRITON/HATMAN malware,2,0,0,2,0,0,0.0,61.5,0.0
Threat Analysis: Malicious Microsoft Word Documents Being Used in Targeted Attack Campaigns,3,5,1,2,0,1,3.651130521223656,75.0,1.0
OSINT - A North Korean Monero Cryptocurrency Miner,3,1,1,1,0,1,3.683542362433231,89.0,1.0
OSINT - MICROCIN MALWARE,3,0,0,2,0,0,0.0,75.5,1.0
OSINT - First Kotlin-Developed Malicious App Signs Users Up for Premium SMS Services,3,0,0,3,0,0,0.0,56.333333333333336,1.0
OSINT - Suspicious binary delivered as fake jpeg,3,0,0,0,0,0,0.0,0.0,1.0
OSINT - Mac Malware of 2017,3,15,6,31,1,1,3.383929885539885,56.61290322580645,1.0
"OSINT - Experts analyzed an Advanced ""all in memory"" CryptoWorm",3,0,0,2,0,0,0.0,53.5,1.0
Finding Nemo(hosts) from Sofacy by ThreatConnect,1,54,52,1,1,1,3.2945357459763454,78.0,0.0
OSINT Duping Doping Domains - Possible Fancy Bear Domains Spoofing Anti-Doping and Olympic Organizations by ThreatConnect,1,4,3,1,1,1,3.031578335296738,57.0,0.0
OSINT Fancy Bear Pens the Worst Blog Posts Ever by ThreatConnect,1,122,2,3,1,1,3.666462845594686,73.33333333333333,0.0
OSINT Track to the future - How to use historical intelligence to get back to the future and defend your organization (example using APT28) by ThreatConnect,1,60,37,1,1,1,3.4030614957622527,55.0,0.0
OSINT Phantom of the Opaera: New KASPERAGENT Malware Campaign by ThreatConnect,2,7,2,10,1,1,3.323564285407784,58.8,0.0
"M2M -  GlobeImposter ""..doc"" 2018-01-12 : ""Unpaid invoice "" - ""1234567.7z""",3,8,8,8,1,1,3.333452134442413,37.25,1.0
OSINT - First C&C (IPv6) - Azorult,3,0,2,2,0,1,0.0,29.0,1.0
Malicious Chrome browser extensions injecting code,3,25,23,1,0,1,3.1058387520169948,129.0,1.0
OSINT - Masuta : Satori Creatorsâ€™ Second Botnet Weaponizes A New Router Exploit.,3,0,0,5,0,0,0.0,58.2,1.0
OSINT - RTF files for Hancitor utilize exploit for CVE-2017-11882,3,1,0,3,0,0,2.94770277922009,48.333333333333336,1.0
Fake Job Application incl. Macro,3,0,1,1,0,1,0.0,28.0,1.0
OSINT - Dark Caracal Cyber-espionage at a Global Scale,3,36,11,1,1,1,3.2680192491119584,93.0,1.0
OSINT - VERMIN: Quasar RAT and Custom Malware Used In Ukraine,3,18,8,1,1,1,3.4094723809195777,55.0,1.0
OSINT - TelegramRAT evades traditional defenses via the cloud,3,0,0,3,0,0,0.0,53.333333333333336,1.0
OSINT - Analyzing CrossRAT,3,1,0,1,0,0,3.3927474104487847,52.0,1.0
OSINT - Smominru Monero mining botnet making millions for operators,3,0,33,1,1,1,0.0,105.0,1.0
OSINT - Dasan Unauthenticated Remote Code Execution - and ongoing abuse,3,0,1,1,0,1,0.0,52.0,1.0
OSINT - Zeus Panda Banking Trojan Targets Online Holiday Shoppers,3,3,0,5,0,0,3.440669185392523,64.2,1.0
"OSINT - GandCrab Ransomware Distributed by Exploit Kits, Appends GDCB Extension",3,0,0,1,0,0,0.0,118.0,1.0
A Slice of 2017 Sofacy Activity by Kaspersky,1,39,0,1,0,0,3.3800639575106537,61.0,0.0
OSINT - Sofacy Attacks Multiple Government Entities,2,2,0,1,0,0,3.593700441996563,103.0,0.0
SMS/iMessage phishes forcing users to install/run scripts and update VPN settings,3,4,1,3,0,1,3.056153486374204,75.33333333333333,1.0
"OSINT - McAfee Uncovers Operation Honeybee, a Malicious Document Campaign Targeting Humanitarian Aid Groups",3,5,0,1,0,0,3.420842956956311,145.0,1.0
Malware â€œTSCookieâ€,3,26,3,1,1,1,3.1849939263708142,61.0,1.0
OSINT - Apache SOLR: the new target for cryptominers,3,1,0,5,0,0,3.0930692077718898,62.2,1.0
OSINT - New traces of Hacking Team in the wild,2,0,14,1,1,1,0.0,71.0,0.0
OSINT - Turla Nautilus Implant,3,0,1,2,0,1,0.0,88.0,1.0
OSINT -  Royal APT - APT15 - Related Information from NCC Group Cyber Defense Operations Research,2,0,0,3,0,0,0.0,60.333333333333336,0.0
OSINT - APT15 is alive and strong: An analysis of RoyalCli and RoyalDNS,3,11,0,1,0,0,3.2628401192047054,37.0,1.0
OSINT - Qwerty Ransomware Utilizes GnuPG to Encrypt a Victims Files,3,0,0,1,0,0,0.0,107.0,1.0
OSINT - Sofacy Uses DealersChoice to Target European Government Agency,3,1,0,1,0,0,3.521640636343318,119.0,1.0
OSINT - Alert (TA18-074A) Russian Government Cyber Activity Targeting Energy and Other Critical Infrastructure Sectors,3,3,22,25,1,1,3.183761571655657,68.84,1.0
"OSINT - March 28, 2018: Malware Analysis Report (MAR-10135536.11) â€“ North Korean Trojan: SHARPKNOT",3,0,0,1,0,0,0.0,82.0,1.0
OSINT - Crypter-as-a-Service Helps jRAT Fly Under The Radar,3,0,2,3,0,1,0.0,57.0,1.0
OSINT - Mole66 Cryptomix Ransomware Variant Released,3,0,0,1,0,0,0.0,92.0,1.0
OSINT - The DiskWriter or UselessDisk BootLocker May Be A Wiper,3,0,0,1,0,0,0.0,103.0,1.0
OSINT - Black Ruby Ransomware Skips Victims in Iran and Adds a Miner for Good Measure,3,0,0,1,0,0,0.0,125.0,1.0
OSINT - The WhiteRose Ransomware Is Decryptable & Tells A Strange Story,3,0,0,2,0,0,0.0,71.0,1.0
OSINT - Cisco IOS CVE-2018-0171 attack,2,0,0,3,0,0,0.0,91.66666666666669,0.0
OSINT - New Matrix Ransomware Variants Installed Via Hacked Remote Desktop Services,3,0,0,2,0,0,0.0,93.0,1.0
OSINT - PUBG Ransomware Decrypts Your Files If You Play PlayerUnknown's Battlegrounds,3,0,0,1,0,0,0.0,124.0,1.0
"OSINT - Forgot About Default Accounts? No Worries, GoScanSSH Didnâ€™t",3,214,30,8,0,1,2.4647719903024403,45.875,1.0
OSINT -  IcedID Banking Trojan Teams up with Rovnix for Distribution,3,1,1,1,0,1,3.42511855035714,68.0,1.0
OSINT - Goodbye Cerber? Hello Magniber Ransomware!,3,5,0,1,0,0,3.4035983026270182,88.0,1.0
Vurten Ransomware,3,0,0,0,0,0,0.0,0.0,1.0
Crypren Ransomware,3,0,0,0,0,0,0.0,0.0,1.0
OSINT - Minecraft & CS:GO Ransomware Strive For Media Attention,3,0,0,1,0,0,0.0,105.0,1.0
OSINT - Maktub ransomware: possibly rebranded as Iron,3,0,0,2,0,0,0.0,54.0,1.0
OSINT - Sednit update: Analysis of Zebrocy,2,0,0,44,0,0,0.0,65.18181818181819,0.0
OSINT - Analyzing Operation GhostSecret: Attack Seeks to Steal Data Worldwide,2,0,13,1,1,1,0.0,117.0,0.0
OSINT - On the Economic Significance of Ransomware Campaigns: A Bitcoin Transactions Perspective,3,0,0,1,0,0,0.0,36.0,1.0
"OSINT - New Orangeworm attack group targets the healthcare sector in the U.S., Europe, and Asia",3,0,10,11,1,1,0.0,73.0909090909091,1.0
OSINT - Who's who in the zoo. Cyberespionage operation targets android users in the Middle East.,3,5,2,12,0,1,3.217657862927517,46.0,1.0
OSINT - GandCrab Version 3 Released With Autorun Feature and Desktop Background,3,2,0,6,0,0,2.4365703397565666,45.833333333333336,1.0
OSINT - Lojack Becomes a Double-Agent,3,5,0,2,0,0,3.2135119828109127,78.5,1.0
OSINT - APT28 malicious NATO document,3,6,0,2,0,0,2.957556131117902,71.0,1.0
OSINT - â€œCyber Conflictâ€ Decoy Document Used In Real Cyber Conflict,3,1,0,1,0,0,3.85216872360328,77.0,1.0
OSINT - Botnet exploiting GPON Vulnerability,3,0,1,10,0,1,0.0,31.4,1.0
OSINT - Malicious Apps Get Back on the Play Store Just by Changing Their Name,3,0,0,1,0,0,0.0,117.0,1.0
OSINT - A tale of two zero-days,3,0,0,3,0,0,0.0,44.66666666666666,1.0
Panda Malware Broadens - F5 Blog,2,0,0,5,0,0,0.0,49.4,0.0
TrickBot pir4 loader config,2,0,26,1,1,1,0.0,29.0,0.0
Keylogger info via Twitter Feed,3,0,1,2,0,1,0.0,67.5,1.0
Emotet 5-18-2018,3,0,19,12,1,1,0.0,35.666666666666664,1.0
Talos Blog: VPNFilter,3,1,13,14,1,1,3.180832987205441,47.07142857142857,1.0
Wells Fargo Phish,2,0,0,0,0,0,0.0,0.0,0.0
Emotet - 5/17/2018,3,0,2,23,1,1,0.0,35.21739130434783,1.0
Hancitor,3,0,0,41,0,0,0.0,48.19512195121951,1.0
Talos Blog: Threat Roundup for May 18-25,3,2,4,1,1,1,3.357854354450077,177.0,1.0
"""TrickBot"" and ""IcedID"" Botnet IOCs",2,0,0,0,0,0,0.0,0.0,0.0
US-CERT Alert (TA18-149A) HIDDEN COBRA – Joanap Backdoor Trojan and Brambul Server Message Block Worm,3,0,86,1,1,1,0.0,45.0,1.0
Grand Soft EK domains,2,604,0,0,0,0,3.3456440801966987,0.0,0.0
One IP hosting multiple phishing domains,2,384,1,11,0,1,3.310662134215626,37.0,0.0
"#TrickBot banker updates to group_tag """"tt0002"" version ""1000206""",2,0,0,2,0,0,0.0,42.0,0.0
Phishing Domains,3,29,0,0,0,0,3.57775086681132,0.0,1.0
Phishing Domains,3,3,0,0,0,0,3.3909237025282795,0.0,1.0
OSINT - New Backup Cryptomix Ransomware Variant Actively Infecting Users,3,0,0,1,0,0,0.0,112.0,1.0
OSINT - Sigrun Ransomware Author Decrypting Russian Victims for Free,3,0,0,1,0,0,0.0,108.0,1.0
New Phishing Attacks Abuse Excel Internet Query Files,2,1,2,5,1,1,3.452819531114783,43.6,0.0
Sofacy Group’s Parallel Attacks,2,1,5,2,1,1,3.327819531114783,66.5,0.0
OSINT - PLEAD Downloader Used by BlackTech,3,4,1,1,0,1,3.075485007895013,73.0,1.0
"OSINT - InvisiMole: surprisingly equipped spyware, undercover since 2013",3,5,11,1,1,1,2.5032583347756456,81.0,1.0
"OSINT -  Goodfellas, the Brazilian carding scene is after you",3,0,0,1,0,0,0.0,81.0,1.0
OSINT -  Roaming Mantis uses DNS hijacking to infect Android smartphones,3,2,9,1,1,1,2.570802083934297,93.0,1.0
Trend Micro Blog: New KillDisk Variant Hits Latin American Financial Organizations Again,3,0,0,2,0,0,0.0,112.5,1.0
Malware Analysis Report (AR18-165A) MAR-10135536-12 â€“ North Korean Trojan: TYPEFRAME,3,0,7,2,1,1,0.0,71.0,1.0
"Clipboard Hijacker Targeting Bitcoin & Ethereum Users Infects Over 300,0000 PCs",3,0,0,2,0,0,0.0,128.0,1.0
OSINT - New Donut Ransomware,3,0,0,2,0,0,0.0,81.0,1.0
OSINT - DBGer Ransomware Uses EternalBlue and Mimikatz to Spread Across Networks,3,0,0,1,0,0,0.0,120.0,1.0
OSINT - Malware That Hit Pyeongchang Olympics Deployed in New Attacks,3,0,0,1,0,0,0.0,109.0,1.0
OSINT - Tick Group Weaponized Secure USB Drives to Target Air-Gapped Critical Systems,2,1,0,1,0,0,3.725480556997868,134.0,0.0
"Registrant Tracking for ""earthalgerrity@armyspy.com""",3,5,0,0,0,0,3.2486860335226373,0.0,1.0
bank phishing domains,2,15,0,0,0,0,3.5175734068642366,0.0,0.0
OSINT - RANCOR: Targeted Attacks in South East Asia Using PLAINTEE and DDKONG Malware Families,3,7,8,1,1,1,3.151064085547189,138.0,1.0
Blog Post: EMOTET INFECTION WITH ICEDID,2,4,1,42,0,1,3.378958274937226,46.285714285714285,0.0
Malicious Emails Outlook Themed,3,0,0,1,0,0,0.0,37.0,1.0
Malware with legit company names in metadata,2,0,3,1,1,1,0.0,42.0,0.0
Clipboard CryptoCoin Hijacker,2,0,0,1,0,0,0.0,120.0,0.0
OSINT -  Down but Not Out: A Look Into Recent Exploit Kit Activities,3,5,10,6,1,1,3.211414490316522,50.0,1.0
Talos Blog - Smoking Guns - Smoke Loader learned new tricks,2,3,20,1,1,1,3.409779692852588,190.0,0.0
OSINT - APT Attack In the Middle East: The Big Bang,3,8,0,1,0,0,3.4580803682489503,64.0,1.0
Trend Micro Blog: Malicious Macro Hijacks Desktop Shortcuts to Deliver Backdoor,3,0,0,31,0,0,0.0,86.09677419354838,1.0
OVH Phishing,3,0,0,1,0,0,0.0,90.0,1.0
"Email Credential Phish, Dropbox Theme",3,2,0,5,0,0,2.875,50.0,1.0
Hancitor Intel,3,0,0,23,0,0,0.0,54.869565217391305,1.0
OSINT - Kronos Banking Trojan Used to Deliver New Point-of-Sale Malware,3,1,0,14,0,0,3.327819531114783,60.5,1.0
OSINT - Leafminer: New Espionage Campaigns Targeting Middle Eastern Regions,3,7,0,4,0,0,3.2675339660650784,38.5,1.0
OSINT - Kronos Reborn,3,0,1,15,0,1,0.0,39.13333333333333,1.0
"Massive Malvertising Campaign Discovered Attempting 40,000 Infections per Week",2,13,0,8,0,0,3.177471924595525,70.5,0.0
OSINT - Malicious document targets Vietnamese officials,3,13,2,1,1,1,3.433432702615536,90.0,1.0
Talos Blog: Multiple Cobalt Personality Disorder,2,0,0,24,0,0,0.0,36.833333333333336,0.0
OSINT - Attacks on industrial enterprises using RMS and TeamViewer,2,8,8,1,1,1,2.9968592927290323,88.0,0.0
"Ursnif, MALWAREMESSIAGH",3,4,0,1,0,0,3.6072531030541977,49.0,1.0
"Phishing Domains, MALWAREMESSIAGH",3,165,0,1,0,0,3.435658846565262,29.0,1.0
OSINT - Off-the-shelf RATs Targeting Pakistan,3,1,0,13,0,0,3.521640636343318,71.61538461538461,1.0
"RBC Themed Phish, Obfuscated Javascript in .htm attachment",2,0,0,0,0,0,0.0,0.0,0.0
OSINT - CYBER THREATSCAPE  REPORT 2018 - MIDYEAR CYBERSECURITY  RISK REVIEW,3,6,0,6,0,0,3.541177568100009,52.0,1.0
OSINT - Malware Analysis Report (AR18-221A) MAR-10135536-17 â€“ North Korean Trojan: KEYMARBLE- MAR-10135536.r17.v1,3,0,3,2,1,1,0.0,73.0,1.0
OSINT - SamSam Ransomware Crew Made Nearly $6 Million From Ransom Payments,3,0,0,7,0,0,0.0,53.42857142857143,1.0
OSINT - RedAlpha: New Campaigns Discovered Targeting the Tibetan Community,3,4,12,7,1,1,3.284142417109594,41.71428571428572,1.0
OSINT - è‚šè„‘è™«ç»„ç»‡ï¼ˆAPT-C-35ï¼‰ç§»åŠ¨ç«¯æ”»å‡»æ´»åŠ¨æ­éœ²,3,2,6,1,1,1,3.4393917467430875,66.0,1.0
OSINT - Microsoft Disrupts APT28 Hacking Campaign Aimed at US Midterm Elections,3,6,0,2,0,0,3.490192980620968,118.0,1.0
OSINT - New Bip Dharma Ransomware Variant Released,3,0,0,1,0,0,0.0,90.0,1.0
powerpool-malware-exploits-zero-day-vulnerability,2,4,1,1,0,1,3.145450447639701,92.0,0.0
OSINT - Sigma Ransomware Being Distributed Using Fake Craigslist Malspam,3,0,0,2,0,0,0.0,67.5,1.0
OSINT -  Operation AppleJeus: Lazarus hits cryptocurrency exchange with fake installer and macOS malware,3,0,5,3,1,1,0.0,40.333333333333336,1.0
"OSINT - Multi-exploit IoT/Linux Botnets Mirai and Gafgyt Target Apache Struts, SonicWall",3,1,2,1,0,1,2.873140679513133,134.0,1.0
OSINT - New KeyPass Ransomware Campaign Underway,3,0,0,1,0,0,0.0,88.0,1.0
OSINT - old njRAT activity,3,2,2,1,1,1,2.94770277922009,94.0,1.0
OSINT - Dangerous Invoices and Dangerous Infrastructure,3,1,1,2,0,1,2.913977073182752,45.5,1.0
OSINT -  Familiar Feeling A Malware Campaign Targeting the Tibetan Diaspora Resurfaces,3,7,16,4,1,1,3.166914998482468,45.0,1.0
"OSINT (expanded) - Xbash Combines Botnet, Ransomware, Coinmining in Worm that Targets Linux and Windows",3,11,2,18,1,1,3.3280044662851056,39.22222222222222,1.0
OSINT - Poison Ivy Group and the Cyberespionage Campaign Against Chinese Military and Goverment,3,78,10,2,1,1,3.0676565274641425,37.5,1.0
OSINT - CIG Circular 66  â€“ FASTCash  ATM Cash  Out Campaign,3,0,4,0,1,1,0.0,0.0,1.0
OSINT - Indicators of Compromise for Malware used by APT28,3,27,61,1,1,1,3.498195002285264,71.0,1.0
OSINT - Persirai: New Internet of Things (IoT) Botnet Targets IP Cameras,3,2,2,1,1,1,2.94770277922009,119.0,1.0
OSINT - CoalaBot: http Ddos Bot,3,0,0,1,0,0,0.0,70.0,1.0
OSINT - New Fox Ransomware Matrix Variant Tries Its Best to Close All File Handles,3,0,0,1,0,0,0.0,122.0,1.0
OSINT -  MuddyWater expands operations,3,0,4,8,1,1,0.0,43.5,1.0
OSINT - 2018-10-09 - HANCITOR INFECTION WITH ZEUS PANDA BANKER,3,20,0,19,0,0,3.354661251383495,64.52631578947368,1.0
OSINT - Big Game Hunting: The Evolution of INDRIK SPIDER From Dridex Wire Fraud to BitPaymer Targeted Ransomware,3,0,0,1,0,0,0.0,137.0,1.0
OSINT - CozyBear â€“ In from the Cold?,3,1,0,1,0,0,3.323231428797621,54.0,1.0
OSINT -  RAT Gone Rogue: Meet ARS VBS Loader,3,1,3,1,1,1,3.378783493486176,58.0,1.0
OSINT - Analyzing OilRigâ€™s Ops Tempo from Testing to Weaponization to Delivery,3,0,0,1,0,0,0.0,118.0,1.0
OSINT - Turla PNG Dropper is back,3,0,0,3,0,0,0.0,95.33333333333331,1.0
OSINT - `event-stream` dependency attack steals wallets from users of copay,3,1,3,5,1,1,3.238901256602631,45.6,1.0
OSINT -  DNSpionage Campaign Targets Middle East,3,13,8,1,1,1,3.0602136582727715,87.0,1.0
OSINT - Hancitor active again yith new macro - IoCs,3,18,0,28,0,0,3.385263603690859,44.96428571428572,1.0
SamSam Ransomware - Alert (AA18-337A),3,0,0,1,0,0,0.0,45.0,1.0
MAR-10219351.r1.v2 (SamSam ransomware),3,0,0,0,0,0,0.0,0.0,1.0
MAR-10164494.r1.v1 (SamSam ransomware),3,0,0,0,0,0,0.0,0.0,1.0
MAR-10166283.r1.v1 (SamSam ransomware),3,0,0,2,0,0,0.0,26.0,1.0
OSINT - Making a Ransomware Payment? It May Now Violate U.S. Sanctions,3,1,0,3,0,0,3.323231428797621,84.33333333333333,1.0
Flash CVE-2018-15982 IOCs,1,0,3,0,1,1,0.0,0.0,0.0
OSINT - Sextortion with a side of ransomware,3,1,0,4,0,0,3.641249800455479,43.5,1.0
"OSINT - â€˜Operation Sharpshooterâ€™ Targets Global Defense, Critical Infrastructure",3,0,0,8,0,0,0.0,55.125,1.0
OSINT - Password Protected ZIP with Maldoc,3,1,0,1,0,0,3.3248629576173565,52.0,1.0
OSINT - The Return of The Charming Kitten,3,59,24,1,1,1,3.5994398343649445,64.0,1.0
OSINT - New Bomb Threat Email Scam Campaign Demanding $20K in Bitcoin,3,0,0,1,0,0,0.0,108.0,1.0
Malicious ELF binary (Mirai) - 2018-12-22 (collected on a router),3,9,1,2,0,1,2.891858185542501,33.5,1.0
OSINT - Destructive Shamoon Malware Continues its Return with a New Anti-American Message,3,0,0,1,0,0,0.0,110.0,1.0
Shamoon potential samples,2,0,0,0,0,0,0.0,0.0,0.0
Phishing Sites,3,4456,33,0,1,1,3.357307839714429,0.0,1.0
FBI FLASH AB-000102-MW,3,0,0,0,0,0,0.0,0.0,1.0
OSINT - DarkHydrus is launching attacks to targets in Middle East,3,24,0,0,0,0,3.375537735167409,0.0,1.0
ServHelper and FlawedGrace - New malware introduced by TA505,2,0,1,13,0,1,0.0,39.61538461538461,0.0
2019-01-10: North Korea Lazarus Targeting REDBANC,2,2,0,2,0,0,3.4261192853239693,27.5,0.0
OSINT -  Threat Actor â€œCold Riverâ€: Network Traffic Analysis and a Deep Dive on Agent Drable,3,15,8,6,1,1,3.2428421428088874,42.5,1.0
OSINT - TA505 Group Adopts New ServHelper Backdoor and FlawedGrace RAT,3,2,0,1,0,0,2.0,110.0,1.0
OSINT - LoJax Command and Control Domains Still Active,3,0,2,2,1,1,0.0,74.5,1.0
Incident - pear.php.net - compromised and delivering malicious package,3,0,1,0,0,1,0.0,0.0,1.0
OSINT - DarkHydrus delivers new Trojan that can use Google Drive for C2 communications,3,35,0,2,0,0,3.400970624772341,74.5,1.0
IOCs Associated with DNS Infrastructure Tampering,3,3,9,2,1,1,3.243143893531028,47.5,1.0
2019-01-21: APT28 Autoit Zebrocy Progression,2,0,0,5,0,0,0.0,21.2,0.0
2019-01-25: Lazarus Pakistan Toolkits,2,0,0,4,0,0,0.0,65.75,0.0
2019-01-22: Emotet->TrickBot,2,0,0,2,0,0,0.0,111.5,0.0
2019-01-28: APT28 XTunnel Backdoor,3,0,1,0,0,1,0.0,0.0,1.0
2019-01-28: Turla Kazuar RAT,3,0,0,2,0,0,0.0,47.0,1.0
OSINT - Cisco Job Posting Targets Korean Candidates,3,3,0,1,0,0,3.292752778258549,71.0,1.0
"2019-01-31: ISFB v2 Installs Dridex ""3101""",2,3,0,3,0,0,3.5278812957457637,17.333333333333332,0.0
Malicious XLS claiming to be from Deloitte,3,1,5,0,1,1,3.471354487013929,0.0,1.0
OSINT - DanaBot updated with new C&C communication,3,0,9,1,1,1,0.0,79.0,1.0
OSINT - ChessMaster Makes its Move: A Look into the Campaignâ€™s Cyberespionage Arsenal,3,13,0,1,0,0,3.2656714901796686,97.0,1.0
Fake amf-fr.org website delivering malicious Word document and binaries,3,0,1,11,0,1,0.0,46.90909090909091,1.0
VMRay Analyzer Report for Sample #252574 (related amf-fr.org),3,1,2,0,1,1,2.9219280948873623,0.0,1.0
Financial - socgen-compliance.com fake website delivering malicious documents,3,1,3,1,1,1,3.499227541723357,52.0,1.0
IoT malware - Gafgyt.Gen28 (active) - 20190220 - 20190222,3,0,2,15,1,1,0.0,29.066666666666663,1.0
OSINT - New BabyShark Malware Targets U.S. National Security Think Tanks,3,0,0,2,0,0,0.0,76.5,1.0
"OSINT -  New SLUB Backdoor Uses GitHub, Communicates via Slack",3,0,0,2,0,0,0.0,90.0,1.0
2019-03-08: TerraLoader Signed -> JS RAT,2,0,0,1,0,0,0.0,38.0,0.0
Fake invoice (per postal mail),3,0,0,0,0,0,0.0,0.0,1.0
LockerGoga  - yara rules,3,0,0,1,0,0,0.0,29.0,1.0
OSINT -  Operation ShadowHammer,3,1,1,5,0,1,3.521640636343318,85.2,1.0
OSINT- WinRAR Zero-day (CVE-2018-20250) Abused in Multiple Campaigns,3,0,3,12,1,1,0.0,40.0,1.0
"Tor hidden services for GandCrab and jokeroo ""vendor""",3,5,0,0,0,0,3.741072073104081,0.0,1.0
OSINT - Hancitor domains,3,9,0,33,0,0,3.230565106938671,35.333333333333336,1.0
OSINT - STUXSHOP The Oldest Stuxnet Component Dials Up,2,0,0,5,0,0,0.0,48.6,0.0
OSINT - Mirai Compiled for New Processors Surfaces in the Wild,3,0,1,6,0,1,0.0,52.66666666666666,1.0
Malware Analysis Report (AR19-100A) MAR-10135536-8 â€“ North Korean Trojan: HOPLIGHT MAR-10135536.r8.v1,3,0,15,0,1,1,0.0,0.0,1.0
OSINT - OSINT Reporting Regarding DPRK and TA505 Overlap,3,0,1,1,0,1,0.0,69.0,1.0
OSINT - 97 domains phishing spread over 10 IP's,3,97,20,1,1,1,3.58314938170685,29.0,1.0
OSINT - Nueva campaÃ±a del grupo ruso TA505 dirigida a Chile y Argentina. #ServHelper,3,0,2,16,1,1,0.0,65.5,1.0
OSINT - FINTEAM: Trojanized TeamViewer Against Government Targets,3,0,0,9,0,0,0.0,31.666666666666668,1.0
OSINT -  DNSpionage brings out the Karkoff,3,3,2,1,1,1,3.188768224241324,77.0,1.0
OSINT - Threat Actor TA505 Targets Financial Enterprises Using LOLBins and a New Backdoor Malware,3,3,2,1,1,1,3.158870804690521,121.0,1.0
OSINT - BabyShark Malware Part Two â€“ Attacks Continue Using KimJongRAT and PCRat,3,0,0,0,0,0,0.0,0.0,1.0
OSINT -  Analysis of an IRC based Botnet,3,0,0,15,0,0,0.0,30.266666666666666,1.0
OSINT - Kernel Mode Malicious Loader,3,0,1,2,0,1,0.0,37.0,1.0
OSINT - Goblin Panda continues to target Vietnam,3,1,1,2,0,1,3.084962500721156,80.5,1.0
OSINT - CARBANAK Week - Fire Eye,3,7,4,4,1,1,3.0968459249400344,103.5,1.0
OSINT - Buckeye: Espionage Outfit Used Equation Group Tools Prior to Shadow Brokers Leak,3,0,0,1,0,0,0.0,83.0,1.0
OSINT - keepass(dot)com spreading malware acting as the official site for KeePass password manager. Download for .dmg and .exe files are available on the site.,3,1,0,0,0,0,3.381580488309163,0.0,1.0
Turla Outlook White Paper,1,0,0,4,0,0,0.0,80.0,0.0
