,event_info,num_ips,has_multiple_ip_ranges,unique_ip_countries,critical
665,OSINT - Linux/GafGyt - DVR devices compromised/infected,5,1,1,1.0
666,Malspam 2016-06-28 (Locky campaign subject: 'report'),32,1,1,1.0
667,Malspam 2016-06-29 (campaign subject: 'new invoice'),41,1,1,1.0
668,OSINT - Prince of Persia â€“ Game Over,6,1,1,1.0
669,Malspam 2016-06-29 (campaign subject: 'Financial report'),30,1,1,1.0
670,Malspam 2016-06-30 (campaign subject: 'Documents copies'),28,1,1,1.0
671,OSINT - Satana ransomware â€“ threat coming soon?,0,0,0,1.0
672,OSINT - Apocalypse: Ransomware which targets companies through insecure RDP,0,0,0,1.0
673,"Malspam 2016-07-04 (testrun, subject 'Scanned image'), .docm",1,0,1,1.0
674,"Malspam 2016-07-05 (subject 'Scanned image'), .docm",6,1,1,1.0
675,OSINT - The Dropping Elephant â€“ aggressive cyber-espionage in the Asian region,0,0,0,1.0
676,Malspam 2016-07-13 (Locky campaign 'Profile'),32,1,1,1.0
677,Malspam 2016-07-12 (Locky campaign 'Fw:'),40,1,1,1.0
678,Malspam 2016-07-13 .wsf campaign,5,1,1,1.0
679,Malspam 2016-07-14 .wsf campaign,24,1,1,1.0
680,Malspam 2016-07-15 .zip/.jse,2,1,1,1.0
681,"Malspam 2016-07-18 .wsf (campaign: ""bank account report"")",20,1,1,1.0
682,"Malspam 2016-07-18 .wsf->.gif (campaign: ""RE: firstname.lastname"")",1,0,1,1.0
683,"Malspam 2016-07-18 .wsf (campaign: ""company database"")",16,1,1,1.0
684,"Malspam 2016-07-19 .wsf (campaign: ""new invoice"")",16,1,1,1.0
685,"Malspam 2016-07-19 .docm (campaign: ""Documents from work"")",1,0,1,1.0
686,"Malspam 2016-07-21 .wsf (campaign: ""fixed invoice"")",18,1,1,1.0
687,"Malspam 2016-07-22 .js in .zip with embedded Locky (campaign: ""Financial statement"")",4,1,1,1.0
688,"OSINT - Kovter becomes almost file-less, creates a new file type, and gets some new certificates",0,0,0,1.0
689,OSINT - The Mad Max DGA,1,0,1,1.0
690,OSINT - LuminosityLink RAT,1,0,1,1.0
691,OSINT - Strider: Cyberespionage group turns eye of Sauron on targets,0,0,0,1.0
692,OSINT Massive AdGholas Malvertising Campaigns Use Steganography and File Whitelisting to Hide in Plain Sight by ProofPoint,31,1,1,1.0
693,OSINT Lost your iPhone? Be on guard for a perfectly-timed Apple ID phishing attack by Hot For Security,0,0,0,1.0
694,Expansion on OSINT Lost your iPhone? Be on guard for a perfectly-timed Apple ID phishing attack by Hot For Security,2,1,1,1.0
695,"OSINT - FBI MSIL/Samas.A Ransomware Flash Alerts (FBI Flash Alert MC-000068-MW, February 18, 2016  & FBI Flash Alert MC-000070-MW, March 25, 2016)",0,0,0,1.0
696,OSINT Angler Exploit Kit Utilizing 302 Cushioning and Domain Shadowing by Zscaler,0,0,0,1.0
697,OSINT Pony Up: Tracing Ponyâ€™s Threat Cycle and Multi-Stage Infection Chain by Damballa,87,1,1,1.0
698,OSINT Evolution of the Nuclear Exploit Kit by Cisco Talos group,0,0,0,1.0
699,OSINT Additional indicators relating to Sofacy (APT28) phishing blog post by PWC,0,0,0,1.0
700,OSINT Systematic cyber attacks against Israeli and Palestinian targets going on for a year by Norman,0,0,0,1.0
701,OSINT YiSpecter: First iOS Malware That Attacks Non-jailbroken Apple iOS Devices by Abusing Private APIs by Palo Alto Networks Unit 42,0,0,0,1.0
702,OSINT Trojan.Win32.Banker.NWT by AlienVault and Telus,0,0,0,1.0
703,OSINT - Case Study of Malicious Actors: Going Postal by CERT.pl,6,1,1,1.0
704,OSINT IOC from ponmocup malware,70,1,1,1.0
705,OSINT The Casino Malvertising Campaign by MalwareBytes,0,0,0,1.0
706,OSINT Analysis of KRIPTOVOR: Infostealer+Ransomware by FireEye,1,0,1,1.0
707,OSINT OrcaRAT - A whale of a tale blog post by PWC,21,1,1,1.0
708,OSINT Enterprises Hit by BARTALEX Macro Malware in Recent Spam Outbreak by Trend Micro,0,0,0,1.0
709,FBI Flash Message: MC-000055-BT  EC3/IC4 takedown of the AAEH botnet,1,0,1,1.0
710,"OSINT Fidelis Threat Advisory #1014 ""Bots, Machines, and the Matrix""",14,1,1,1.0
711,OSINT 'Paying-Days' CryptoWall 3.0 Campaign via Magnitude EK report by malwarefor.me,28,1,1,1.0
712,OSINT  Threat Spotlight: Spam Served With a Side of Dridex from Cisco Talos,8,1,1,1.0
713,OSINT Analysis of malcious CHM file by OpenDNS,2,1,1,1.0
714,OSINT Dalexis/CTB-Locker malspam campaign by SANS Internet Storm Center,7,1,1,1.0
715,OSINT Introducing HATs: Highly Annoying Threats by BlueCoat,0,0,0,1.0
716,OSINT New Discovery: Ties Between Corebot and Darknet Crypt Service by Damballa,2,1,1,1.0
717,OSINT Without a Trace: Fileless Malware Spotted in the Wild by Trend Micro,0,0,0,1.0
718,OSINT Cylance SPEAR Team: A Threat Actor Resurfaces from Cylance,14,1,1,1.0
719,OSINT Macro documents with XOR Encoded Payloads by PhishMe,1,0,1,1.0
720,OSINT Who's Really Spreading through the Bright Star? by Securelist / Kaspersky,0,0,0,1.0
721,OSINT When ELF.BillGates met Windows by Arkoon+Netasq,3,1,1,1.0
722,OSINT The Shade Encryptor: a Double Threat by Kaspersky,0,0,0,1.0
723,"OSINT KeyRaider: iOS Malware Steals Over 225,000 Apple Accounts to Create Free App Utopia by Palo Alto Networks Unit 42",1,0,1,1.0
724,OSINT CryptoWall v4 Emerges Days After Cyber Threat Alliance Report by Palo Alto Networks Unit 42,2,1,1,1.0
725,OSINT Roaming tiger by Anton Cherepanov from ESET,10,1,1,1.0
726,"OSINT Angler EK: More Obfuscation, Fake Extensions, and Other Nonsense by Talos",5,1,1,1.0
727,OSINT DTL-12012015-01: Hong Kong SWC attack from Dragon Threat Labs,2,1,1,1.0
728,OSINT MSRT February update from Microsoft,0,0,0,1.0
729,OSINT Exploring .XYZ (Another Shady TLD Report) by Blue Coat,4,0,1,1.0
730,OSINT Neutrino Exploit Kit â€“ One Flash File to Rule Them All by SpiderLabs,0,0,0,1.0
731,OSINT The Teenage Mutant Malvertiser Network by FireEye,6,0,1,1.0
732,OSINT Angler's best friends by SANS ISC Diary,36,1,1,1.0
733,OSINT Banking Trojan DRIDEX Uses Macros for Infection blog post from Trend Micro,2,1,1,1.0
734,OSINT Trojanized PuTTY Software by Cisco CSIRT,3,1,1,1.0
735,OSINT New 'f0xy' malware is intelligent - employs cunning stealth & trickery from Websense,1,0,1,1.0
736,OSINT A Peek Inside an Affiliateâ€™s Malspam Operation: Kovter and Miuref/Boaxxe Infections by PhishMe,16,1,1,1.0
737,OSINT Shellshock exploitation from Red Sky Weekly blog post,19,1,1,1.0
738,OSINT Assorted IOCs associated to Andromeda restlesz.su domain,0,0,0,1.0
739,OSINT  Evilgrab Delivered by Watering Hole Attack on President of Myanmarâ€™s Website by Palo Alto Unit 42,6,1,1,1.0
740,Expansion on OSINT Operation Pawn Storm: The Red in SEDNIT from Trend Micro,1,0,1,1.0
741,20150415D: Fareit Malware Targeting Steam Users from ThreatConnect,17,1,1,1.0
742,Fessleak before It Was Cool by OpenDNS,5,1,1,1.0
743,OSINT Infected Korean Website Installs Banking Malware by Cyphort,4,1,1,1.0
744,"OSINT Cridex, Feodo, Geodo, Dridex, whats next? by abuse.ch",9,1,1,1.0
745,OSINT - Cracking Orcus RAT,0,0,0,1.0
746,OSINT New C2 â€“ Neutrino Exploit Kit via pseudoDarkleech HOPTO.ORG gate delivers CrypMic Ransomware by Broad Analysis,3,1,1,1.0
747,Malspam 2016-08-16 (.wsf in .zip) - campaign: 'Blank 2',7,1,1,1.0
748,"Malspam 2016-08-17 (.docm) - campaign: ""Order Confirmation-""",7,1,1,1.0
749,OSINT Vawtrak C2 â€“ Pin it by Threat Geek,0,0,0,1.0
750,OSINT Rex -Linux P2P Ransom botnet by This Is Security blog,0,0,0,1.0
751,OSINT TorrentLocker Ransomware Email IoCs 8/16/2016 by neonPrimeTime user on AlienVault OTX,54,1,1,1.0
752,OSINT  Aveo Malware Family Targets Japanese Speaking Users by Palo Alto networks Unit 42,3,1,1,1.0
753,Pivot on whois registrant 844148030@qq.com,0,0,0,1.0
754,OSINT Shark Ransomware: Ransomware as a service,0,0,0,1.0
755,OSINT Shakti Trojan: Document Thief  by Malwarebytes,0,0,0,1.0
756,Pivot on Shakti domains via PassiveTotal,0,0,0,1.0
757,"Malspam 2016-08-18 (.wsf in .zip) - campaign: ""Emailing: Label""",6,1,1,1.0
758,OSINT Bad News Bears - Panda Banker Starts Looking More Like a Grizzly by ProofPoint,0,0,0,1.0
759,OSINT Android Marcher: Continuously Evolving Mobile Malware by Zscaler,0,0,0,1.0
760,OSINT Domains and IPs involved in JS ransomware delivered through email by burberry on AlienVault OTX,1,0,1,1.0
761,"Malspam 2016-08-24 (.hta in .zip) - campaign: ""Emailing{N}.jpg""",8,1,1,1.0
762,"Malspam 2016-08-26 (.wsf in .zip) - campaign: ""Voice Message from Outside Caller""",21,1,1,1.0
763,"OSINT - Dridex Returns To Action For Smaller, More Targeted Attacks",0,0,0,1.0
764,"Malspam 2016-08-29 (.js in .zip) - campaign: ""Commission""",31,1,1,1.0
765,"Malspam 2016-08-29 (.wsf in .zip) - campaign: ""Please find attached invoice no""",23,1,1,1.0
766,OSINT - German Speakers Targeted by SPAM Leading to Ozone RAT,0,0,0,1.0
767,Ransomware - Xorist,0,0,0,1.0
768,Bitcoinminer installed by malware,0,0,0,1.0
769,"Malspam 2016-08-31 (.hta in .zip) - campaign: ""FW: [Scan]""",23,1,1,1.0
770,"Malspam 2016-08-31 (.wsf in .zip) - campaign: ""Image|Picture|Photos|Photo|Document""",16,1,1,1.0
771,"Malspam 2016-08-31 (.js in .zip) - campaign: ""bank transactions""",38,1,1,1.0
772,"Malspam 2016-09-01 (.hta in .zip) - campaign: ""Voice Message from Outside Caller""",24,1,1,1.0
773,"Malspam 2016-09-01 (.wsf in .zip) - campaign: ""Please find attached invoice no:""",25,1,1,1.0
774,"Malspam 2016-09-02 (.wsf in .zip) - campaign: ""icloud.com""",16,1,1,1.0
775,"Malspam 2016-09-05 (.js in .zip) - campaign: ""Credit card receipt""",2,1,1,1.0
776,Malspam 2016-09-05 (.wsf in .zip),18,1,1,1.0
777,"Malspam 2016-09-06 (.js in .zip) - campaign: ""August invoice""",1,0,1,1.0
778,"Malspam 2016-09-06 (.js in .zip) - campaign: ""copies""",1,0,1,1.0
779,"Malspam 2016-09-06 (.wsf in .zip) - campaign: ""Invoice INV[x]""",10,1,1,1.0
780,"OSINT - PokÃ©mon-themed Umbreon Linux Rootkit Hits x86, ARM Systems",0,0,0,1.0
781,"Malspam 2016-09-06 (.js in .zip) - campaign: ""Suspected Purchases""",3,1,1,1.0
782,"Malspam 2016-09-06 (.wsf in .zip) - campaign: 'Message from ""CUKPR[x]""'",21,1,1,1.0
783,"Malspam 2016-09-07 (.js in .zip) - campaign: ""Agreement form""",2,1,1,1.0
784,"Malspam 2016-09-08 (.wsf in .zip) - campaign: ""New voice mail message from""",20,1,1,1.0
785,Malspam 2016-09-08 (.wsf in .zip) - campaign: icloud.com,25,1,1,1.0
786,"Malspam 2016-09-09 (.hta in .dzip) - campaign: ""Order confirmation""",17,1,1,1.0
787,"Malspam 2016-09-09 (.wsf in .zip) - campaign: ""Documents Requested""",15,1,1,1.0
788,OSINT - The Dukes R&D Finds a New Anti-Analysis Technique,0,0,0,1.0
789,"Malspam 2016-09-12 (.js in .zip) - campaign: ""Budget report""",1,0,1,1.0
790,"Malspam 2016-09-12 (.wsf in .zip) - campaign: ""Photo|Image""",15,1,1,1.0
791,"Malspam 2016-09-13 (.hta in .zip) - campaign: ""Accounts Documentation - Invoices""",23,1,1,1.0
792,"Malspam 2016-09-14 (.wsf in .zip) - campaign: ""Account report""",2,1,1,1.0
793,"Malspam 2016-09-14 (.wsf in .zip) - campaign: ""payment copy""",31,1,1,1.0
794,"Malspam 2016-09-14 (.wsf in .zip) - campaign: ""Tax invoice""",4,1,1,1.0
795,"Malspam 2016-09-14 (.js in .zip) - campaign: ""Delivery Confirmation""",6,1,1,1.0
796,"Malspam 2016-09-15 (.wsf in .zip) - campaign: ""Documents Requested""",39,1,1,1.0
797,"Malspam 2016-09-15 (.wsf in .zip) - campaign: ""SCAN""",24,1,1,1.0
798,"Malspam 2016-09-16 (.hta in .zip) - campaign: ""(Attached|Emailing|Copy|File): (Scan|Receipt|Document)(integer)""",25,1,1,1.0
799,"Malspam 2016-09-15 (.js in .zip) - campagin: ""Booking confirmation""",2,1,1,1.0
800,"Malspam 2016-09-16 (.js in .zip) - campaign: ""Re: request""",2,1,1,1.0
801,OSINT - ELF.Rex,0,0,0,1.0
802,"Malspam 2016-09-16 (.wsf in .zip) - campaign: ""(SCAN|FAX|DOC|IMG)_{integer}""",28,1,1,1.0
803,"Malspam 2016-09-19 (.js in .zip) - campaign: ""Express Parcel service""",2,1,1,1.0
804,Dridex IoC's,0,0,0,1.0
805,OSINT - Malicious Macros Add Sandbox Evasion Techniques to Distribute New Dridex,0,0,0,1.0
806,"Malspam 2016-09-20 (.hta in .zip) - campaign: ""<no subject>""",19,1,1,1.0
807,OSINT - Tofsee â€“ modular spambot,0,0,0,1.0
808,"Malspam 2016-09-27 (.wsf in .zip) - campaign: ""{integer}.zip""",27,1,1,1.0
809,"Malspam 2016-09-30 (.wsf in .zip) - campaign: ""Emailing""",16,1,1,1.0
810,"Malspam 2016-09-29 (.xls) - campaign: ""Receipt""",8,1,1,1.0
811,"Malspam 2016-09-30 (.wsf in .zip) - campaign: ""Parcel details""",7,1,1,1.0
812,"Malspam 2016-09-30 (.doc) - campaign: ""Receipt""",11,1,1,1.0
813,OSINT - Investigation of Linux.Mirai Trojan family,2,1,1,1.0
814,"Malspam 2016-10-03 (.xls) - campaign: ""[Scan]""",4,1,1,1.0
815,"Malspam 2016-10-03 (.xls) - campaign: ""Invoice-""",8,1,1,1.0
816,OSINT - How Stampado Ransomware Analysis Led To Yara Improvements,0,0,0,1.0
817,Spam 2016-10-12 (mule acquisition) - probably related to Locky resources,26,1,1,1.0
818,Spam 2016-10-14 (mule acquisition) - probably related to Locky resources,3,1,1,1.0
819,ELF Linux/NyaDrop,1,0,1,1.0
820,Spam 2016-10-16 (mule acquisition) - probably related to Locky resources,4,1,1,1.0
821,Spam week 43 (mule acquisition) - probably related to Locky resources,12,1,1,1.0
822,OSINT - Malspam delivers NanoCore RAT,2,1,1,1.0
823,OSINT -  The new .LNK between spam and Locky infection,2,1,1,1.0
824,OSINT - TeamXRat: Brazilian cybercrime meets ransomware,0,0,0,1.0
825,Malspam week 44 (2016-10-24) - Locky ('Sebek'),1,0,1,1.0
826,Yara Rule Set - detection of Empire by Florian Roth (PowerShell and Python post-exploitation agent.),0,0,0,1.0
827,OSINT - Veil-Framework Infects Victims of Targeted OWA Phishing Attack,0,0,0,1.0
828,OSINT - Exaspy â€“ Commodity Android Spyware Targeting High-level Executives,0,0,0,1.0
829,OSINT - Floki Bot and the stealthy dropper,0,0,0,1.0
830,OSINT - The first cryptor to exploit Telegram,0,0,0,1.0
831,OSINT - BlackNurse Denial of Service Attack,0,0,0,1.0
832,OSINT - Hades Locker Ransomware Mimics Locky,0,0,0,1.0
833,OSINT - Ransoc Desktop Locking Ransomware Ransacks Local Files and Social Media Profiles,4,1,1,1.0
834,OSINT - Microsoft Word Intruder 8 Adds Support for Flash Vulnerability CVE-2016-4117,3,1,1,1.0
835,OSINT - Nemucod downloader spreading via Facebook,2,1,1,1.0
836,OSINT -  Fareit Spam: Rocking Out to a New File Type,1,0,1,1.0
837,Cerber 5.0 through Google via onion gateway,0,0,0,1.0
838,"OSINT - New SmsSecurity Variant Roots Phones, Abuses Accessibility Features and TeamViewer",0,0,0,1.0
839,OSINT -  Shamoon 2: Return of the Disttrack Wiper,0,0,0,1.0
840,OSINT - A PBot (PHP + Perl Backdoor IRC Bot + Network Attack Tool) Infection on hegeman.com,0,0,0,1.0
841,OSINT - MMD-0033-2015 - Linux/XorDDoS infection incident report (CNC: HOSTASA.ORG),6,1,1,1.0
842,"OSINT - Another story of Unix Trojan: Tsunami/Kaiten.c (IRC/Bot) w/ Flooder, Backdoor at a hacked xBSD",3,1,1,1.0
843,OSINT - Readers of popular websites targeted by stealthy Stegano exploit kit hiding in pixels of malicious ads,0,0,0,1.0
844,OSINT - Astrum Drops,0,0,0,1.0
845,"OSINT - New Scheme: Spread Popcorn Time Ransomware, get chance of free Decryption Key",0,0,0,1.0
846,OSINT - Now Mirai Has DGA Feature Built in,1,0,1,1.0
847,OSINT - Guaranteed Clicks: Mobile App Company Takes Control of Android Phones,0,0,0,1.0
848,"OSINT - One, if by email, and two, if by EK: The Cerbers are coming!",5,1,1,1.0
849,OSINT - PROMETHIUM and NEODYMIUM: Parallel zeroday attacks targeting individuals in Europe,0,0,0,1.0
850,Kaspersky Lab: Spearphishing attack hits industrial companies,6,1,1,1.0
851,OSINT - New Linux/Rakos threat: devices and servers under SSH scan (again),11,1,1,1.0
852,OSINT - Switcher: Android joins the â€˜attack-the-routerâ€™ club,3,1,1,1.0
853,Android spyware,1,0,1,1.0
854,OSINT - GRIZZLY STEPPE â€“ Additional expansion,0,0,0,1.0
855,OSINT -  Updated Sundown Exploit Kit Uses Steganography,2,1,1,1.0
856,OSINT - Threat Actors Using Legitimate PayPal Accounts To Distribute Chthonic Banking Trojan,0,0,0,1.0
857,OSINT - Exposing an AV-Disabling Driver Just in Time for Lunch,0,0,0,1.0
858,OSINT - 2016 Updates to Shifu Banking Trojan,4,1,1,1.0
859,OSINT - The curious case of a Sundown EK variant dropping a Cryptocurrency Miner,0,0,0,1.0
860,"OSINT - MM Core In-Memory Backdoor Returns as ""BigBoss"" and ""SillyGoose""",0,0,0,1.0
861,OSINT - Second Wave of Shamoon 2 Attacks Identified,0,0,0,1.0
862,OSINT - New Variant of Ploutus ATM Malware Observed in the Wild in Latin America,0,0,0,1.0
863,OSINT - Targeted Threat Leads to Keylogger via Fake Silverlight Update,0,0,0,1.0
864,OSINT - CARBANAK GROUP USES GOOGLE FOR MALWARE COMMAND-AND-CONTROL,0,0,0,1.0
865,OSINT  - New Mac backdoor using antiquated code,1,0,1,1.0
866,OSINT -  Uncovering the Inner Workings of EyePyramid,0,0,0,1.0
867,OSINT - FINDING THE RATâ€™S NEST,2,1,1,1.0
868,OSINT - Spora - the Shortcut Worm that is also a Ransomware,0,0,0,1.0
869,OSINT - Malicious SVG Files in the Wild,0,0,0,1.0
870,OSINT - Detecting threat actors in recent German industrial attacks with Windows Defender ATP,0,0,0,1.0
871,Malware 2017-01-26 (.js in .zip) - Cerber,1,0,1,1.0
872,OSINT - EITest Nabbing Chrome Users with a â€œChrome Fontâ€ Social Engineering Scheme,8,1,1,1.0
873,"OSINT - Dridex Banking Trojan Returns, Leverages New UAC Bypass Method",3,1,1,1.0
874,Malspam targeting github users,2,1,1,1.0
875,OSINT - #OCJP-133: Hancitorãƒžãƒ«ã‚¦ã‚§ã‚¢æ„ŸæŸ“ ã¨ ãƒãƒƒã‚­ãƒ³ã‚°ã•ã‚ŒãŸWordpress,3,1,1,1.0
876,OSINT - Saga 2.0 (Sage 2.0) comes with IP Generation Algorithm (IPGA),0,0,0,1.0
877,OSINT - Flokibot Invades PoS: Trouble in Brazil,5,1,1,1.0
878,OSINT - Nile Phish: Large-Scale Phishing Campaign Targeting Egyptian Civil Society,3,1,1,1.0
879,OSINT - Windows SMBv3 Denial of Service Proof of Concept (0 Day Exploit),0,0,0,1.0
880,OSINT - Doctor Web detects several thousand infected Linux devices  Linux.Proxy.10,0,0,0,1.0
881,OSINT - From RTF to Cobalt Strike passing via Flash,1,0,1,1.0
882,OSINT - ikittens: iranian actor resurfaces with malware for mac (macdownloader),1,0,1,1.0
883,OSINT -  When A Pony Walks Out Of A Pub,2,1,1,1.0
884,OSINT - The Curious Case of a Reconnaissance Campaign Targeting Ministry and Embassy Sites,0,0,0,1.0
885,OSINT - Trojan.Mirai.1 for Microsoft Windows,0,0,0,1.0
886,Erebus Ransomware Utilizes a UAC Bypass and Request a $90 Ransom Payment,0,0,0,1.0
887,OSINT - Shell Crew Variants Continue to Fly Under Big AVâ€™s Radar,24,1,1,1.0
888,OSINT - Attackers target dozens of global banks with new malware,1,0,1,1.0
889,OSINT - Fileless attacks against enterprise networks,0,0,0,1.0
890,OSINT - Who Ran Leakedsource.com?,0,0,0,1.0
891,OSINT - menuPass Returns with New Malware and New Attacks Against Japanese Academics and Organizations,0,0,0,1.0
892,OSINT - Demystifying targeted malware used against Polish banks,0,0,0,1.0
893,OSINT - LAZARUSâ€™ FALSE FLAG MALWARE,0,0,0,1.0
894,OSINT - The Rise of Dridex and the Role of ESPs,23,1,1,1.0
895,OSINT - Additional Insights on Shamoon2,5,1,1,1.0
896,OSINT - Android malware on the rise,2,1,1,1.0
897,OSINT - Malware Leveraging PowerSploit,0,0,0,1.0
898,OSINT - Google Play Apps Infected with Malicious IFrames,0,0,0,1.0
899,OSINT - Covert Channels and Poor Decisions: The Tale of DNSMessenger,0,0,0,1.0
900,OSINT - Update on the Fancy Bear Android malware (poprd30.apk),0,0,0,1.0
901,OSINT -  Preinstalled Malware Targeting Mobile Users,0,0,0,1.0
902,OSINT - New Linux Malware Exploits CGI Vulnerability,3,1,1,1.0
903,"Revenge Ransomware, a CryptoMix Variant, Being Distributed by RIG Exploit Kit",1,0,1,1.0
904,Tech Support Scam Synchs Alerts with App Crashes in Windows Event Logs,0,0,0,1.0
905,Star Trek Themed Kirk Ransomware Brings us Monero and a Spock Decryptor!,0,0,0,1.0
906,OSINT - RawPOS Malware Rides Again,0,0,0,1.0
907,OSINT - PetrWrap: the new Petya-based ransomware used in targeted attacks,0,0,0,1.0
908,OSINT -  Hunt Case Study: Hunting Campaign Indicators on Privacy Protected Attack Infrastructure,2,1,1,1.0
909,OSINT - New targeted attack against Saudi Arabia Government,2,1,1,1.0
910,OSINT - Nasty adware hiding in apps on Google Play Store,0,0,0,1.0
911,OSINT - Shamoon 2: Delivering Disttrack,0,0,0,1.0
912,OSINT - APT29 Domain Fronting With TOR,0,0,0,1.0
913,OSINT - Trojanized Adobe Installer used to Install DragonOKâ€™s New Custom Backdoor,0,0,0,1.0
914,OSINT - Carbon Paper: Peering into Turlaâ€™s second stage backdoor,0,0,0,1.0
915,OSINT - Trochilus and New MoonWind RATs Used In Attack Against Thai Organizations,1,0,1,1.0
916,OSINT - Websites compromised in â€˜Decimal IPâ€™ campaign,1,0,1,1.0
917,OSINT - An Investigation of Chrysaor Malware on Android,0,0,0,1.0
918,OSINT - LMAOxUS Ransomware: Another Case of Weaponized Open Source Ransomware,0,0,0,1.0
919,"OSINT - High-Volume Dridex Campaigns Return, First to Hit Millions Since June 2016",8,1,1,1.0
920,OSINT - Off-the-shelf Ransomware Used to Target the Healthcare Sector,0,0,0,1.0
921,OSINT - The Blockbuster Sequel,17,1,1,1.0
922,OSINT - Analysis of Malware in Brazilian Bank Attack Reveals Prolonged Campaign,9,1,1,1.0
923,OSINT - Matrix Ransomware Spreads to Other PCs Using Malicious Shortcuts,0,0,0,1.0
924,OSINT - Unraveling the Lamberts Toolkit An Overview of a Color-coded Multi-Stage Arsenal,0,0,0,1.0
925,OSINT - Ewind â€“ Adware in Applicationsâ€™ Clothing,0,0,0,1.0
926,OSINT - CVE-2017-0199: In the Wild Attacks Leveraging HTA Handler,2,1,1,1.0
927,OSINT - Callisto Group,1,0,1,1.0
928,OSINT - FlexSpy Application Analysis,4,1,1,1.0
929,OSINT - Cardinal RAT Active for Over Two Years,0,0,0,1.0
930,Dridex 2017-04-11 : botnet 7200/7500 campaigns,19,1,1,1.0
931,OSINT - Similarities Between Carbanak and FIN7 Malware Suggest Actors Are Closely Related,5,1,1,1.0
932,OSINT - Alert (TA17-117A) Intrusions Affecting Multiple Victims Across Multiple Sectors,35,1,1,1.0
933,"OSINT - OSX Malware is Catching Up, and it wants to Read Your HTTPS Traffic",0,0,0,1.0
934,OSINT - Use of DNS Tunneling for C&C Communications,0,0,0,1.0
935,OSINT - Windows Defender ATP thwarts Operation WilySupply software supply chain cyberattack,2,1,1,1.0
936,OSINT - EPS Processing Zero-Days Exploited by Multiple Threat Actors,3,1,1,1.0
937,"Password-protected docs 2017-05-10 : Ursnif 2002 - ""payment confirmation.ab1_c23def4lg56hi#78j.docx""",1,0,1,1.0
938,Ransomware spreading through SMB attacking multiple companies,0,0,0,1.0
939,OSINT - Massive outbreak of ransomware variant infects large amounts of computers around the world,0,0,0,1.0
940,2017-05-15 Malspam  00_Invoice_###.PDF,23,1,1,1.0
941,2017-05-16 Malspam Emailing:#####.pdf.pdf,26,1,1,1.0
942,Invoice ###### 05/17/2017 from dontreply@random,24,1,1,1.0
943,OSINT - Uiwix Ransomware Using EternalBlue SMB Exploit To Infect Victims,0,0,0,1.0
944,OSINT - New Loki Variant Being Spread via PDF File,1,0,1,1.0
945,OSINT - Will Astrum Fill the Vacuum in the Exploit Kit Landscape?,3,1,1,1.0
946,OSINT - New SMB Worm Uses Seven NSA Hacking Tools. WannaCry Used Just Two,0,0,0,1.0
947,"Jaff 2017-05-22 : ""Copy of Invoice 12345678"" / ""12345678.PDF""",22,1,1,1.0
948,OSINT - Tainted Leaks: Disinformation and Phishing With a Russian Nexus,3,1,1,1.0
949,"Jaff 2017-05-25 : ""Payment Receipt 1234"" - ""1234.pdf""",23,1,1,1.0
950,OSINT - Analysis of Emotet v4,0,0,0,1.0
951,"Jaff 2017-05-26 : ""Scanned Image from a Xerox WorkCentre"" - ""Scan_0012_123456789.zip""",18,1,1,1.0
952,M2M -  Malspam --> 62909008.pdf,16,1,1,1.0
953,"M2M -  Jaff 2017-06-02 : ""Invoice INV-1234"" - ""Invoice INV-1234.pdf""",19,1,1,1.0
954,OSINT - Threat actors leverage EternalBlue exploit to deliver non-WannaCry payloads,2,1,1,1.0
955,OSINT - â€œZusyâ€ PowerPoint Malware Spreads Without Needing Macros,0,0,0,1.0
956,OSINT - Shadowfall,0,0,0,1.0
957,OSINT -  The Recorded Future Blog Malicious Android Applications Raise Concerns for Enterprises,10,1,1,1.0
958,"M2M -  Trickbot 2017-06-07 : ""mac1"" : ""12_Invoice_3456"" - ""001_4321.pdf""",47,1,1,1.0
959,"M2M -  Password-protected docs 2017-06-07 : ""John C Doe"" - ""ab1_c23def4lg56hi#78j.docx""",5,1,1,1.0
960,"M2M -  Jaff 2017-06-06 : ""Order"" - ""MX-2310U_20170606_123456.pdf""",23,1,1,1.0
961,"M2M -  Dridex 2017-06-05 : botnet 7200 - ""Invoice"" - ""A4 Inv_Crd 12345.pdf""",33,1,1,1.0
962,"M2M -  Jaff 2017-06-09 : missing subject - ""IMG_1234.ZIP"" / ""DOC_1234.docm""",22,1,1,1.0
963,"M2M -  Trickbot 2017-06-09 : mac1 : ""Facture AA-123-RR"" / ""Copy Credit Note"" - ""1234567.zip""",46,1,1,1.0
964,OSINT - FIREBALL â€“ The Chinese Malware of 250 Million Computers Infected,0,0,0,1.0
965,OSINT - Dvmap: the first Android malware with code injection,0,0,0,1.0
966,OSINT - MacRansom: Offered as Ransomware as a Service,0,0,0,1.0
967,"M2M -  Trickbot 2017-06-12 : mac1 : Facture N 1234 du 12/06/2017 - ""FACTURE_1234.zip""",31,1,1,1.0
968,"M2M -  Jaff 2017-06-13 : ""Invoice PIS1234567.zip""",20,1,1,1.0
969,"M2M -  Trickbot 2017-06-14 : mac1 : ""Emailing: 123456789"" - ""123456789.PDF""",61,1,2,1.0
970,"M2M -  Jaff 2017-06-14 : ""Emailing: 123456789"" - ""123456789.ZIP""",21,1,1,1.0
