,event_info,num_domains,num_ips,num_urls,has_multiple_ip_ranges,unique_ip_countries,avg_domain_entropy,avg_length_of_urls,criticite
1580,SMS/iMessage phishes forcing users to install/run scripts and update VPN settings,4,1,3,0,1,3.056153486374204,75.33333333333333,1.0
1581,"OSINT - McAfee Uncovers Operation Honeybee, a Malicious Document Campaign Targeting Humanitarian Aid Groups",5,0,1,0,0,3.420842956956311,145.0,1.0
1582,Malware â€œTSCookieâ€,26,3,1,1,1,3.1849939263708142,61.0,1.0
1583,OSINT - Apache SOLR: the new target for cryptominers,1,0,5,0,0,3.0930692077718898,62.2,1.0
1584,OSINT - New traces of Hacking Team in the wild,0,14,1,1,1,0.0,71.0,0.0
1585,OSINT - Turla Nautilus Implant,0,1,2,0,1,0.0,88.0,1.0
1586,OSINT -  Royal APT - APT15 - Related Information from NCC Group Cyber Defense Operations Research,0,0,3,0,0,0.0,60.333333333333336,0.0
1587,OSINT - APT15 is alive and strong: An analysis of RoyalCli and RoyalDNS,11,0,1,0,0,3.2628401192047054,37.0,1.0
1588,OSINT - Qwerty Ransomware Utilizes GnuPG to Encrypt a Victims Files,0,0,1,0,0,0.0,107.0,1.0
1589,OSINT - Sofacy Uses DealersChoice to Target European Government Agency,1,0,1,0,0,3.521640636343318,119.0,1.0
1590,OSINT - Alert (TA18-074A) Russian Government Cyber Activity Targeting Energy and Other Critical Infrastructure Sectors,3,22,25,1,1,3.183761571655657,68.84,1.0
1591,"OSINT - March 28, 2018: Malware Analysis Report (MAR-10135536.11) â€“ North Korean Trojan: SHARPKNOT",0,0,1,0,0,0.0,82.0,1.0
1592,OSINT - Crypter-as-a-Service Helps jRAT Fly Under The Radar,0,2,3,0,1,0.0,57.0,1.0
1593,OSINT - Mole66 Cryptomix Ransomware Variant Released,0,0,1,0,0,0.0,92.0,1.0
1594,OSINT - The DiskWriter or UselessDisk BootLocker May Be A Wiper,0,0,1,0,0,0.0,103.0,1.0
1595,OSINT - Black Ruby Ransomware Skips Victims in Iran and Adds a Miner for Good Measure,0,0,1,0,0,0.0,125.0,1.0
1596,OSINT - The WhiteRose Ransomware Is Decryptable & Tells A Strange Story,0,0,2,0,0,0.0,71.0,1.0
1597,OSINT - Cisco IOS CVE-2018-0171 attack,0,0,3,0,0,0.0,91.66666666666669,0.0
1598,OSINT - New Matrix Ransomware Variants Installed Via Hacked Remote Desktop Services,0,0,2,0,0,0.0,93.0,1.0
1599,OSINT - PUBG Ransomware Decrypts Your Files If You Play PlayerUnknown's Battlegrounds,0,0,1,0,0,0.0,124.0,1.0
1600,"OSINT - Forgot About Default Accounts? No Worries, GoScanSSH Didnâ€™t",214,30,8,0,1,2.4647719903024403,45.875,1.0
1601,OSINT -  IcedID Banking Trojan Teams up with Rovnix for Distribution,1,1,1,0,1,3.42511855035714,68.0,1.0
1602,OSINT - Goodbye Cerber? Hello Magniber Ransomware!,5,0,1,0,0,3.4035983026270182,88.0,1.0
1603,Vurten Ransomware,0,0,0,0,0,0.0,0.0,1.0
1604,Crypren Ransomware,0,0,0,0,0,0.0,0.0,1.0
1605,OSINT - Minecraft & CS:GO Ransomware Strive For Media Attention,0,0,1,0,0,0.0,105.0,1.0
1607,OSINT - Maktub ransomware: possibly rebranded as Iron,0,0,2,0,0,0.0,54.0,1.0
1608,OSINT - Sednit update: Analysis of Zebrocy,0,0,44,0,0,0.0,65.18181818181819,0.0
1609,OSINT - Analyzing Operation GhostSecret: Attack Seeks to Steal Data Worldwide,0,13,1,1,1,0.0,117.0,0.0
1610,OSINT - On the Economic Significance of Ransomware Campaigns: A Bitcoin Transactions Perspective,0,0,1,0,0,0.0,36.0,1.0
1611,"OSINT - New Orangeworm attack group targets the healthcare sector in the U.S., Europe, and Asia",0,10,11,1,1,0.0,73.0909090909091,1.0
1612,OSINT - Who's who in the zoo. Cyberespionage operation targets android users in the Middle East.,5,2,12,0,1,3.217657862927517,46.0,1.0
1613,OSINT - GandCrab Version 3 Released With Autorun Feature and Desktop Background,2,0,6,0,0,2.4365703397565666,45.833333333333336,1.0
1614,OSINT - Lojack Becomes a Double-Agent,5,0,2,0,0,3.2135119828109127,78.5,1.0
1615,OSINT - APT28 malicious NATO document,6,0,2,0,0,2.957556131117902,71.0,1.0
1616,OSINT - â€œCyber Conflictâ€ Decoy Document Used In Real Cyber Conflict,1,0,1,0,0,3.85216872360328,77.0,1.0
1617,OSINT - Botnet exploiting GPON Vulnerability,0,1,10,0,1,0.0,31.4,1.0
1618,OSINT - Malicious Apps Get Back on the Play Store Just by Changing Their Name,0,0,1,0,0,0.0,117.0,1.0
1619,OSINT - A tale of two zero-days,0,0,3,0,0,0.0,44.66666666666666,1.0
1620,Panda Malware Broadens - F5 Blog,0,0,5,0,0,0.0,49.4,0.0
1621,TrickBot pir4 loader config,0,26,1,1,1,0.0,29.0,0.0
1622,Keylogger info via Twitter Feed,0,1,2,0,1,0.0,67.5,1.0
1623,Emotet 5-18-2018,0,19,12,1,1,0.0,35.666666666666664,1.0
1624,Talos Blog: VPNFilter,1,13,14,1,1,3.180832987205441,47.07142857142857,1.0
1625,Wells Fargo Phish,0,0,0,0,0,0.0,0.0,0.0
1627,Emotet - 5/17/2018,0,2,23,1,1,0.0,35.21739130434783,1.0
1628,Hancitor,0,0,41,0,0,0.0,48.19512195121951,1.0
1629,Talos Blog: Threat Roundup for May 18-25,2,4,1,1,1,3.357854354450077,177.0,1.0
1630,"""TrickBot"" and ""IcedID"" Botnet IOCs",0,0,0,0,0,0.0,0.0,0.0
1631,US-CERT Alert (TA18-149A) HIDDEN COBRA – Joanap Backdoor Trojan and Brambul Server Message Block Worm,0,86,1,1,1,0.0,45.0,1.0
1632,Grand Soft EK domains,604,0,0,0,0,3.3456440801966987,0.0,0.0
1633,One IP hosting multiple phishing domains,384,1,11,0,1,3.310662134215626,37.0,0.0
1634,"#TrickBot banker updates to group_tag """"tt0002"" version ""1000206""",0,0,2,0,0,0.0,42.0,0.0
1635,Phishing Domains,29,0,0,0,0,3.57775086681132,0.0,1.0
1636,Phishing Domains,3,0,0,0,0,3.3909237025282795,0.0,1.0
1637,OSINT - New Backup Cryptomix Ransomware Variant Actively Infecting Users,0,0,1,0,0,0.0,112.0,1.0
1638,OSINT - Sigrun Ransomware Author Decrypting Russian Victims for Free,0,0,1,0,0,0.0,108.0,1.0
1639,New Phishing Attacks Abuse Excel Internet Query Files,1,2,5,1,1,3.452819531114783,43.6,0.0
1640,Sofacy Group’s Parallel Attacks,1,5,2,1,1,3.327819531114783,66.5,0.0
1641,OSINT - PLEAD Downloader Used by BlackTech,4,1,1,0,1,3.075485007895013,73.0,1.0
1642,"OSINT - InvisiMole: surprisingly equipped spyware, undercover since 2013",5,11,1,1,1,2.5032583347756456,81.0,1.0
1643,"OSINT -  Goodfellas, the Brazilian carding scene is after you",0,0,1,0,0,0.0,81.0,1.0
1644,OSINT -  Roaming Mantis uses DNS hijacking to infect Android smartphones,2,9,1,1,1,2.570802083934297,93.0,1.0
1645,Trend Micro Blog: New KillDisk Variant Hits Latin American Financial Organizations Again,0,0,2,0,0,0.0,112.5,1.0
1646,Malware Analysis Report (AR18-165A) MAR-10135536-12 â€“ North Korean Trojan: TYPEFRAME,0,7,2,1,1,0.0,71.0,1.0
1647,"Clipboard Hijacker Targeting Bitcoin & Ethereum Users Infects Over 300,0000 PCs",0,0,2,0,0,0.0,128.0,1.0
1648,OSINT - New Donut Ransomware,0,0,2,0,0,0.0,81.0,1.0
1649,OSINT - DBGer Ransomware Uses EternalBlue and Mimikatz to Spread Across Networks,0,0,1,0,0,0.0,120.0,1.0
1650,OSINT - Malware That Hit Pyeongchang Olympics Deployed in New Attacks,0,0,1,0,0,0.0,109.0,1.0
1651,OSINT - Tick Group Weaponized Secure USB Drives to Target Air-Gapped Critical Systems,1,0,1,0,0,3.725480556997868,134.0,0.0
1652,"Registrant Tracking for ""earthalgerrity@armyspy.com""",5,0,0,0,0,3.2486860335226373,0.0,1.0
1653,bank phishing domains,15,0,0,0,0,3.5175734068642366,0.0,0.0
1654,OSINT - RANCOR: Targeted Attacks in South East Asia Using PLAINTEE and DDKONG Malware Families,7,8,1,1,1,3.151064085547189,138.0,1.0
1655,Blog Post: EMOTET INFECTION WITH ICEDID,4,1,42,0,1,3.378958274937226,46.285714285714285,0.0
1656,Malicious Emails Outlook Themed,0,0,1,0,0,0.0,37.0,1.0
1657,Malware with legit company names in metadata,0,3,1,1,1,0.0,42.0,0.0
1658,Clipboard CryptoCoin Hijacker,0,0,1,0,0,0.0,120.0,0.0
1659,OSINT -  Down but Not Out: A Look Into Recent Exploit Kit Activities,5,10,6,1,1,3.211414490316522,50.0,1.0
1660,Talos Blog - Smoking Guns - Smoke Loader learned new tricks,3,20,1,1,1,3.409779692852588,190.0,0.0
1661,OSINT - APT Attack In the Middle East: The Big Bang,8,0,1,0,0,3.4580803682489503,64.0,1.0
1662,Trend Micro Blog: Malicious Macro Hijacks Desktop Shortcuts to Deliver Backdoor,0,0,31,0,0,0.0,86.09677419354838,1.0
1663,OVH Phishing,0,0,1,0,0,0.0,90.0,1.0
1664,"Email Credential Phish, Dropbox Theme",2,0,5,0,0,2.875,50.0,1.0
1666,Hancitor Intel,0,0,23,0,0,0.0,54.869565217391305,1.0
1667,OSINT - Kronos Banking Trojan Used to Deliver New Point-of-Sale Malware,1,0,14,0,0,3.327819531114783,60.5,1.0
1668,OSINT - Leafminer: New Espionage Campaigns Targeting Middle Eastern Regions,7,0,4,0,0,3.2675339660650784,38.5,1.0
1669,OSINT - Kronos Reborn,0,1,15,0,1,0.0,39.13333333333333,1.0
1670,"Massive Malvertising Campaign Discovered Attempting 40,000 Infections per Week",13,0,8,0,0,3.177471924595525,70.5,0.0
1671,OSINT - Malicious document targets Vietnamese officials,13,2,1,1,1,3.433432702615536,90.0,1.0
1672,Talos Blog: Multiple Cobalt Personality Disorder,0,0,24,0,0,0.0,36.833333333333336,0.0
1673,OSINT - Attacks on industrial enterprises using RMS and TeamViewer,8,8,1,1,1,2.9968592927290323,88.0,0.0
1674,"Ursnif, MALWAREMESSIAGH",4,0,1,0,0,3.6072531030541977,49.0,1.0
1675,"Phishing Domains, MALWAREMESSIAGH",165,0,1,0,0,3.435658846565262,29.0,1.0
1676,OSINT - Off-the-shelf RATs Targeting Pakistan,1,0,13,0,0,3.521640636343318,71.61538461538461,1.0
1677,"RBC Themed Phish, Obfuscated Javascript in .htm attachment",0,0,0,0,0,0.0,0.0,0.0
1678,OSINT - CYBER THREATSCAPE  REPORT 2018 - MIDYEAR CYBERSECURITY  RISK REVIEW,6,0,6,0,0,3.541177568100009,52.0,1.0
1679,OSINT - Malware Analysis Report (AR18-221A) MAR-10135536-17 â€“ North Korean Trojan: KEYMARBLE- MAR-10135536.r17.v1,0,3,2,1,1,0.0,73.0,1.0
1680,OSINT - SamSam Ransomware Crew Made Nearly $6 Million From Ransom Payments,0,0,7,0,0,0.0,53.42857142857143,1.0
1683,OSINT - RedAlpha: New Campaigns Discovered Targeting the Tibetan Community,4,12,7,1,1,3.284142417109594,41.71428571428572,1.0
1684,OSINT - è‚šè„‘è™«ç»„ç»‡ï¼ˆAPT-C-35ï¼‰ç§»åŠ¨ç«¯æ”»å‡»æ´»åŠ¨æ­éœ²,2,6,1,1,1,3.4393917467430875,66.0,1.0
1685,OSINT - Microsoft Disrupts APT28 Hacking Campaign Aimed at US Midterm Elections,6,0,2,0,0,3.490192980620968,118.0,1.0
1687,OSINT - New Bip Dharma Ransomware Variant Released,0,0,1,0,0,0.0,90.0,1.0
1688,powerpool-malware-exploits-zero-day-vulnerability,4,1,1,0,1,3.145450447639701,92.0,0.0
1689,OSINT - Sigma Ransomware Being Distributed Using Fake Craigslist Malspam,0,0,2,0,0,0.0,67.5,1.0
1690,OSINT -  Operation AppleJeus: Lazarus hits cryptocurrency exchange with fake installer and macOS malware,0,5,3,1,1,0.0,40.333333333333336,1.0
1691,"OSINT - Multi-exploit IoT/Linux Botnets Mirai and Gafgyt Target Apache Struts, SonicWall",1,2,1,0,1,2.873140679513133,134.0,1.0
1692,OSINT - New KeyPass Ransomware Campaign Underway,0,0,1,0,0,0.0,88.0,1.0
1693,OSINT - old njRAT activity,2,2,1,1,1,2.94770277922009,94.0,1.0
1694,OSINT - Dangerous Invoices and Dangerous Infrastructure,1,1,2,0,1,2.913977073182752,45.5,1.0
1695,OSINT -  Familiar Feeling A Malware Campaign Targeting the Tibetan Diaspora Resurfaces,7,16,4,1,1,3.166914998482468,45.0,1.0
1696,"OSINT (expanded) - Xbash Combines Botnet, Ransomware, Coinmining in Worm that Targets Linux and Windows",11,2,18,1,1,3.3280044662851056,39.22222222222222,1.0
1698,OSINT - Poison Ivy Group and the Cyberespionage Campaign Against Chinese Military and Goverment,78,10,2,1,1,3.0676565274641425,37.5,1.0
1700,OSINT - CIG Circular 66  â€“ FASTCash  ATM Cash  Out Campaign,0,4,0,1,1,0.0,0.0,1.0
1701,OSINT - Indicators of Compromise for Malware used by APT28,27,61,1,1,1,3.498195002285264,71.0,1.0
1702,OSINT - Persirai: New Internet of Things (IoT) Botnet Targets IP Cameras,2,2,1,1,1,2.94770277922009,119.0,1.0
1703,OSINT - CoalaBot: http Ddos Bot,0,0,1,0,0,0.0,70.0,1.0
1704,OSINT - New Fox Ransomware Matrix Variant Tries Its Best to Close All File Handles,0,0,1,0,0,0.0,122.0,1.0
1705,OSINT -  MuddyWater expands operations,0,4,8,1,1,0.0,43.5,1.0
1707,OSINT - 2018-10-09 - HANCITOR INFECTION WITH ZEUS PANDA BANKER,20,0,19,0,0,3.354661251383495,64.52631578947368,1.0
1708,OSINT - Big Game Hunting: The Evolution of INDRIK SPIDER From Dridex Wire Fraud to BitPaymer Targeted Ransomware,0,0,1,0,0,0.0,137.0,1.0
1709,OSINT - CozyBear â€“ In from the Cold?,1,0,1,0,0,3.323231428797621,54.0,1.0
1710,OSINT -  RAT Gone Rogue: Meet ARS VBS Loader,1,3,1,1,1,3.378783493486176,58.0,1.0
1711,OSINT - Analyzing OilRigâ€™s Ops Tempo from Testing to Weaponization to Delivery,0,0,1,0,0,0.0,118.0,1.0
1712,OSINT - Turla PNG Dropper is back,0,0,3,0,0,0.0,95.33333333333331,1.0
1713,OSINT - `event-stream` dependency attack steals wallets from users of copay,1,3,5,1,1,3.238901256602631,45.6,1.0
1714,OSINT -  DNSpionage Campaign Targets Middle East,13,8,1,1,1,3.0602136582727715,87.0,1.0
1715,OSINT - Hancitor active again yith new macro - IoCs,18,0,28,0,0,3.385263603690859,44.96428571428572,1.0
1716,SamSam Ransomware - Alert (AA18-337A),0,0,1,0,0,0.0,45.0,1.0
1717,MAR-10219351.r1.v2 (SamSam ransomware),0,0,0,0,0,0.0,0.0,1.0
1718,MAR-10164494.r1.v1 (SamSam ransomware),0,0,0,0,0,0.0,0.0,1.0
1719,MAR-10166283.r1.v1 (SamSam ransomware),0,0,2,0,0,0.0,26.0,1.0
1720,OSINT - Making a Ransomware Payment? It May Now Violate U.S. Sanctions,1,0,3,0,0,3.323231428797621,84.33333333333333,1.0
1721,Flash CVE-2018-15982 IOCs,0,3,0,1,1,0.0,0.0,0.0
1722,OSINT - Sextortion with a side of ransomware,1,0,4,0,0,3.641249800455479,43.5,1.0
1723,"OSINT - â€˜Operation Sharpshooterâ€™ Targets Global Defense, Critical Infrastructure",0,0,8,0,0,0.0,55.125,1.0
1724,OSINT - Password Protected ZIP with Maldoc,1,0,1,0,0,3.3248629576173565,52.0,1.0
1725,OSINT - The Return of The Charming Kitten,59,24,1,1,1,3.5994398343649445,64.0,1.0
1726,OSINT - New Bomb Threat Email Scam Campaign Demanding $20K in Bitcoin,0,0,1,0,0,0.0,108.0,1.0
1727,Malicious ELF binary (Mirai) - 2018-12-22 (collected on a router),9,1,2,0,1,2.891858185542501,33.5,1.0
1728,OSINT - Destructive Shamoon Malware Continues its Return with a New Anti-American Message,0,0,1,0,0,0.0,110.0,1.0
1729,Shamoon potential samples,0,0,0,0,0,0.0,0.0,0.0
1730,Phishing Sites,4456,33,0,1,1,3.357307839714429,0.0,1.0
1731,FBI FLASH AB-000102-MW,0,0,0,0,0,0.0,0.0,1.0
1732,OSINT - DarkHydrus is launching attacks to targets in Middle East,24,0,0,0,0,3.375537735167409,0.0,1.0
1733,ServHelper and FlawedGrace - New malware introduced by TA505,0,1,13,0,1,0.0,39.61538461538461,0.0
1734,2019-01-10: North Korea Lazarus Targeting REDBANC,2,0,2,0,0,3.4261192853239693,27.5,0.0
1735,OSINT -  Threat Actor â€œCold Riverâ€: Network Traffic Analysis and a Deep Dive on Agent Drable,15,8,6,1,1,3.2428421428088874,42.5,1.0
1736,OSINT - TA505 Group Adopts New ServHelper Backdoor and FlawedGrace RAT,2,0,1,0,0,2.0,110.0,1.0
1737,OSINT - LoJax Command and Control Domains Still Active,0,2,2,1,1,0.0,74.5,1.0
1738,Incident - pear.php.net - compromised and delivering malicious package,0,1,0,0,1,0.0,0.0,1.0
1739,OSINT - DarkHydrus delivers new Trojan that can use Google Drive for C2 communications,35,0,2,0,0,3.400970624772341,74.5,1.0
1740,IOCs Associated with DNS Infrastructure Tampering,3,9,2,1,1,3.243143893531028,47.5,1.0
1741,2019-01-21: APT28 Autoit Zebrocy Progression,0,0,5,0,0,0.0,21.2,0.0
1742,2019-01-25: Lazarus Pakistan Toolkits,0,0,4,0,0,0.0,65.75,0.0
1743,2019-01-22: Emotet->TrickBot,0,0,2,0,0,0.0,111.5,0.0
1744,2019-01-28: APT28 XTunnel Backdoor,0,1,0,0,1,0.0,0.0,1.0
1745,2019-01-28: Turla Kazuar RAT,0,0,2,0,0,0.0,47.0,1.0
1746,OSINT - Cisco Job Posting Targets Korean Candidates,3,0,1,0,0,3.292752778258549,71.0,1.0
1747,"2019-01-31: ISFB v2 Installs Dridex ""3101""",3,0,3,0,0,3.5278812957457637,17.333333333333332,0.0
1748,Malicious XLS claiming to be from Deloitte,1,5,0,1,1,3.471354487013929,0.0,1.0
1749,OSINT - DanaBot updated with new C&C communication,0,9,1,1,1,0.0,79.0,1.0
1750,OSINT - ChessMaster Makes its Move: A Look into the Campaignâ€™s Cyberespionage Arsenal,13,0,1,0,0,3.2656714901796686,97.0,1.0
1751,Fake amf-fr.org website delivering malicious Word document and binaries,0,1,11,0,1,0.0,46.90909090909091,1.0
1752,VMRay Analyzer Report for Sample #252574 (related amf-fr.org),1,2,0,1,1,2.9219280948873623,0.0,1.0
1753,Financial - socgen-compliance.com fake website delivering malicious documents,1,3,1,1,1,3.499227541723357,52.0,1.0
1754,IoT malware - Gafgyt.Gen28 (active) - 20190220 - 20190222,0,2,15,1,1,0.0,29.066666666666663,1.0
1755,OSINT - New BabyShark Malware Targets U.S. National Security Think Tanks,0,0,2,0,0,0.0,76.5,1.0
1757,"OSINT -  New SLUB Backdoor Uses GitHub, Communicates via Slack",0,0,2,0,0,0.0,90.0,1.0
1758,2019-03-08: TerraLoader Signed -> JS RAT,0,0,1,0,0,0.0,38.0,0.0
1759,Fake invoice (per postal mail),0,0,0,0,0,0.0,0.0,1.0
1760,LockerGoga  - yara rules,0,0,1,0,0,0.0,29.0,1.0
1761,OSINT -  Operation ShadowHammer,1,1,5,0,1,3.521640636343318,85.2,1.0
1762,OSINT- WinRAR Zero-day (CVE-2018-20250) Abused in Multiple Campaigns,0,3,12,1,1,0.0,40.0,1.0
1763,"Tor hidden services for GandCrab and jokeroo ""vendor""",5,0,0,0,0,3.741072073104081,0.0,1.0
1764,OSINT - Hancitor domains,9,0,33,0,0,3.230565106938671,35.333333333333336,1.0
1765,OSINT - STUXSHOP The Oldest Stuxnet Component Dials Up,0,0,5,0,0,0.0,48.6,0.0
1766,OSINT - Mirai Compiled for New Processors Surfaces in the Wild,0,1,6,0,1,0.0,52.66666666666666,1.0
1767,Malware Analysis Report (AR19-100A) MAR-10135536-8 â€“ North Korean Trojan: HOPLIGHT MAR-10135536.r8.v1,0,15,0,1,1,0.0,0.0,1.0
1768,OSINT - OSINT Reporting Regarding DPRK and TA505 Overlap,0,1,1,0,1,0.0,69.0,1.0
1769,OSINT - 97 domains phishing spread over 10 IP's,97,20,1,1,1,3.58314938170685,29.0,1.0
1770,OSINT - Nueva campaÃ±a del grupo ruso TA505 dirigida a Chile y Argentina. #ServHelper,0,2,16,1,1,0.0,65.5,1.0
1771,OSINT - FINTEAM: Trojanized TeamViewer Against Government Targets,0,0,9,0,0,0.0,31.666666666666668,1.0
1772,OSINT -  DNSpionage brings out the Karkoff,3,2,1,1,1,3.188768224241324,77.0,1.0
1773,OSINT - Threat Actor TA505 Targets Financial Enterprises Using LOLBins and a New Backdoor Malware,3,2,1,1,1,3.158870804690521,121.0,1.0
1774,OSINT - BabyShark Malware Part Two â€“ Attacks Continue Using KimJongRAT and PCRat,0,0,0,0,0,0.0,0.0,1.0
1775,OSINT -  Analysis of an IRC based Botnet,0,0,15,0,0,0.0,30.266666666666666,1.0
1776,OSINT - Kernel Mode Malicious Loader,0,1,2,0,1,0.0,37.0,1.0
1777,OSINT - Goblin Panda continues to target Vietnam,1,1,2,0,1,3.084962500721156,80.5,1.0
1778,OSINT - CARBANAK Week - Fire Eye,7,4,4,1,1,3.0968459249400344,103.5,1.0
1779,OSINT - Buckeye: Espionage Outfit Used Equation Group Tools Prior to Shadow Brokers Leak,0,0,1,0,0,0.0,83.0,1.0
1780,OSINT - keepass(dot)com spreading malware acting as the official site for KeePass password manager. Download for .dmg and .exe files are available on the site.,1,0,0,0,0,3.381580488309163,0.0,1.0
1782,Turla Outlook White Paper,0,0,4,0,0,0.0,80.0,0.0
1783,OSINT - [Emering] FIN7 JScript Loader Malware,1,0,1,0,0,3.640223928941852,24.0,1.0
1785,Targeted phishing - PDF documents / phishkit,0,0,9,0,0,0.0,54.22222222222222,1.0
1786,HIDDEN COBRA - North Korean Malicious Cyber Activity (MAR-10135536.r21.v2),0,0,0,0,0,0.0,0.0,1.0
1787,OSINT - A journey to Zebrocy land,0,0,4,0,0,0.0,51.75,1.0
1788,OSINT -   Sorpresa! JasperLoader targets Italy with a new bag of tricks,7,6,3,1,1,3.193914158117935,58.66666666666666,1.0
1789,SMTP attackers honeypot logs for 2019-05-26,0,43,0,1,1,0.0,0.0,1.0
1790,Script-maze historical malware seen,0,0,21,0,0,0.0,29.61904761904762,1.0
1791,Emissary Panda Attacks Middle East Government Sharepoint Servers by Palo Alto Unit42,0,1,2,0,1,0.0,65.5,0.0
1792,Linux server infection with coinminers (derived from original post with iptables rules),0,0,1,0,0,0.0,30.0,1.0
1794,OSINT - FlawedAmmy RAT,0,1,0,0,1,0.0,0.0,1.0
1795,OSINT - Gaining New Visibility into Financial Threats,0,7,4,1,1,0.0,65.5,1.0
1796,OSINT - Spam Warns about Boeing 737 Max Crashes While Pushing Malware,2,0,1,0,0,3.378783493486176,109.0,1.0
1797,OSINT - The Elderwood Project,17,1,2,0,1,3.075893965438109,83.5,1.0
1798,Dharma Ransomware sample,0,0,2,0,0,0.0,106.5,1.0
1799,OSINT - ThreatHunting/India/,0,0,2,0,0,0.0,81.5,1.0
1800,OSINT - Trojan downloader found on Google Play by @Maler360,0,0,0,0,0,0.0,0.0,1.0
1801,OSINT - Hide â€˜N Seek Botnet Updates Arsenal with Exploits Against Nexus Repository Manager & ThinkPHP,0,0,1,0,0,0.0,127.0,1.0
1802,"Information stealer malware via fake malicious document as ""University of Luxembourg""",1,2,2,1,1,3.4232517969803373,46.0,1.0
1803,Related malware samples,0,0,0,0,0,0.0,0.0,1.0
1804,Soft Cell case - guessed indicators (via Twitter discussion),6,3,2,1,1,2.723308333814104,81.5,1.0
1805,Soft Cell case - Related indicators from correlations,28,6,22,1,1,2.964248024826232,30.40909090909091,1.0
1806,An Analysis of Linux.Ngioweb Botnet,300,26,1,1,1,3.704988778038196,67.0,1.0
1807,OSINT - OSX/Linker: New Mac malware attempts zero-day Gatekeeper bypass,0,1,2,0,1,0.0,85.5,1.0
1808,OSINT - Threat Spotlight: Ratsnif - New Network Vermin from OceanLotus,2,1,1,0,1,3.2644466495278337,108.0,1.0
1809,OSINT -  SWEED: Exposing years of Agent Tesla campaigns,58,9,23,1,1,3.3277241754907254,39.21739130434783,1.0
1810,OSINT - Turla renews its arsenal with Topinambour,0,6,1,0,1,0.0,71.0,1.0
1811,"2019-07-18: Newer ""PoSeidon"" aka ""FindPOS"" aka ""FindStr"" 15.10 Point-of-Sale Malware",0,0,5,0,0,0.0,40.8,0.0
1812,OSINT - From Carnaval to Cinco de Mayo â€“ The journey of Amavaldo,0,0,1,0,0,0.0,67.0,1.0
1813,OSINT - Sharpening the Machete,13,6,2,1,1,3.077356388898449,75.0,1.0
1814,OSINT -  Recent Cloud Atlas activity,0,2,1,1,1,0.0,57.0,1.0
1815,OSINT - Ruby/Gem Warning! is rest-client 1.6.13 hijacked? #713,1,1,2,0,1,2.646439344671016,43.0,1.0
1816,OSINT - Emotet is back,0,25,2,1,1,0.0,58.5,1.0
1817,OSINT - Mirai - Loligang bot,0,1,12,0,1,0.0,35.5,1.0
1818,OSINT - Gamaredon group,0,0,0,0,0,0.0,0.0,1.0
1819,SectorJ04 Groupâ€™s Increased Activity in 2019,0,0,1,0,0,0.0,84.0,1.0
1820,OSINT - ESET discovered an undocumented backdoor used by the infamous Stealth Falcon group,5,3,1,1,1,3.5548325857755856,72.0,1.0
1821,On-memory post exploit payloads from encoded binary,1,1,3,0,1,3.277613436819116,28.33333333333333,0.0
1822,OSINT - New Gootkit Banking Trojan campaign against Italian Companies and Users.,3,3,2,1,1,3.222808088918933,32.5,1.0
1823,OSINT - Emotet Updated C2 Info 9/20,0,0,0,0,0,0.0,0.0,1.0
1824,MISSING LINK: Tibetan Groups Targeted with Mobile Exploits,15,12,32,1,1,3.141406040327729,38.09375,0.0
1825,New IoT multiplatform Linux malware: Linux/AirDropBot,0,6,1,1,1,0.0,74.0,1.0
1826,OSINT - #EmissaryPanda #APT older sample (2018),1,0,0,0,0,2.8464393446710154,0.0,1.0
1828,OSINT - Chrome 0-day exploit CVE-2019-13720 used in Operation WizardOpium,2,1,2,0,1,3.452819531114783,91.0,1.0
1829,OSINT - Turla/Venomous Bear Implants,0,0,0,0,0,0.0,0.0,1.0
1830,OSINT - Dans lâ€™Å“il de notre CyberSOC : la campagne malspam Aggah diversifie ses outils,10,0,7,0,0,3.1820737808815545,43.85714285714285,1.0
1831,IECrypt sample analysed with VMRay Analyzer Report for Sample #245141 (IECrypt),0,0,0,0,0,0.0,0.0,1.0
1832,OSINT - BitPaymer Source Code Fork: Meet DoppelPaymer Ransomware and Dridex 2.0,0,0,1,0,0,0.0,70.0,1.0
1833,OSINT - Trojan.ElectrumDoSMiner -  a Trojan responsible for the denial of service attacks against Electrum bitcoin wallets.,0,4,1,1,1,0.0,65.0,1.0
1834,OSINT -  Wrong hashes (from getmonero.org) #6151 - malicious binaries,5,2,6,1,1,3.20476399149718,62.16666666666666,0.0
1835,Malicious PyPI packages,0,0,0,0,0,0.0,0.0,0.0
1836,2019-12-10: TrickBot Project â€œAnchor:â€ Window Into Sophisticated Operation,0,0,1,0,0,0.0,103.0,0.0
1838,OSINT - BfV Cyber-Brief Nr. 01/2019 - Hinweis auf aktuelle Angriffskampagne -,0,0,0,0,0,0.0,0.0,0.0
1839,OSINT -  GALLIUM: Targeting global telecom,7,0,2,0,0,2.691407143269232,91.5,0.0
1841,Emotet in Depth TTP 10-07-19,0,0,31,0,0,0.0,41.064516129032256,0.0
1842,"OSINT - TA505 evolves ServHelper, uses Predator The Thief and Team Viewer Hijacking",0,0,11,0,0,0.0,42.54545454545455,0.0
1843,OSINT - Reversing a real-world 249 bytes backdoor!,0,0,1,0,0,0.0,86.0,1.0
