event_id,event_info,date,threat_level_id,num_domains,num_ips,num_sha256,num_urls,has_malware_hash,has_multiple_ip_ranges,unique_ip_countries,avg_domain_entropy,avg_length_of_urls,critical,clean_text
1010,OSINT -  DNSpionage Campaign Targets Middle East,2018-11-27,3,13,8,6,1,1,1,1,3.0602136582727715,87.0,1.0,osint dnspionage campaign target middle east
1011,OSINT - Hancitor active again yith new macro - IoCs,2018-11-29,3,18,0,0,28,0,0,0,3.385263603690859,44.96428571428572,1.0,osint hancitor active yith new macro iocs
1012,SamSam Ransomware - Alert (AA18-337A),2018-12-04,3,0,0,0,1,0,0,0,0.0,45.0,1.0,samsam ransomware alert aaa
1013,MAR-10219351.r1.v2 (SamSam ransomware),2018-11-27,3,0,0,0,0,0,0,0,0.0,0.0,1.0,marrv samsam ransomware
1014,MAR-10164494.r1.v1 (SamSam ransomware),2018-11-27,3,0,0,0,0,0,0,0,0.0,0.0,1.0,marrv samsam ransomware
1015,MAR-10166283.r1.v1 (SamSam ransomware),2018-11-27,3,0,0,0,2,0,0,0,0.0,26.0,1.0,marrv samsam ransomware
1016,OSINT - Making a Ransomware Payment? It May Now Violate U.S. Sanctions,2018-11-30,3,1,0,0,3,0,0,0,3.323231428797621,84.33333333333333,1.0,osint making ransomware payment may violate sanction
1017,Flash CVE-2018-15982 IOCs,2018-12-07,1,0,3,0,0,1,1,1,0.0,0.0,0.0,flash cve iocs
1018,OSINT - Sextortion with a side of ransomware,2018-12-10,3,1,0,3,4,1,0,0,3.641249800455479,43.5,1.0,osint sextortion side ransomware
1019,"OSINT - â€˜Operation Sharpshooterâ€™ Targets Global Defense, Critical Infrastructure",2018-12-12,3,0,0,0,8,0,0,0,0.0,55.125,1.0,osint operation sharpshooter target global defense critical infrastructure
1020,OSINT - Password Protected ZIP with Maldoc,2018-12-17,3,1,0,3,1,1,0,0,3.3248629576173565,52.0,1.0,osint password protected zip maldoc
1021,OSINT - The Return of The Charming Kitten,2018-12-17,3,59,24,0,1,0,1,1,3.5994398343649445,64.0,1.0,osint return charming kitten
1022,OSINT - New Bomb Threat Email Scam Campaign Demanding $20K in Bitcoin,2018-12-13,3,0,0,0,1,0,0,0,0.0,108.0,1.0,osint new bomb threat email scam campaign demanding bitcoin
1023,Malicious ELF binary (Mirai) - 2018-12-22 (collected on a router),2018-12-22,3,9,1,9,2,1,0,1,2.891858185542501,33.5,1.0,malicious elf binary mirai collected router
1024,OSINT - Destructive Shamoon Malware Continues its Return with a New Anti-American Message,2018-12-25,3,0,0,0,1,0,0,0,0.0,110.0,1.0,osint destructive shamoon malware continues return new antiamerican message
1025,Shamoon potential samples,2018-12-28,2,0,0,0,0,0,0,0,0.0,0.0,0.0,shamoon potential sample
1026,Phishing Sites,2019-01-03,3,4456,33,0,0,0,1,1,3.357307839714429,0.0,1.0,phishing site
1027,FBI FLASH AB-000102-MW,2019-01-04,3,0,0,0,0,1,0,0,0.0,0.0,1.0,fbi flash abmw
1028,OSINT - DarkHydrus is launching attacks to targets in Middle East,2019-01-10,3,24,0,1,0,1,0,0,3.375537735167409,0.0,1.0,osint darkhydrus launching attack target middle east
1029,ServHelper and FlawedGrace - New malware introduced by TA505,2019-01-11,2,0,1,9,13,1,0,1,0.0,39.61538461538461,0.0,servhelper flawedgrace new malware introduced
1030,2019-01-10: North Korea Lazarus Targeting REDBANC,2019-01-14,2,2,0,4,2,1,0,0,3.4261192853239693,27.5,0.0,north korea lazarus targeting redbanc
1031,OSINT -  Threat Actor â€œCold Riverâ€: Network Traffic Analysis and a Deep Dive on Agent Drable,2019-01-11,3,15,8,0,6,0,1,1,3.2428421428088874,42.5,1.0,osint threat actor cold river network traffic analysis deep dive agent drable
1032,OSINT - TA505 Group Adopts New ServHelper Backdoor and FlawedGrace RAT,2019-01-10,3,2,0,0,1,0,0,0,2.0,110.0,1.0,osint group adopts new servhelper backdoor flawedgrace rat
1033,OSINT - LoJax Command and Control Domains Still Active,2019-01-16,3,0,2,0,2,0,1,1,0.0,74.5,1.0,osint lojax command control domain still active
1034,Incident - pear.php.net - compromised and delivering malicious package,2019-01-21,3,0,1,0,0,1,0,1,0.0,0.0,1.0,incident pearphpnet compromised delivering malicious package
1035,OSINT - DarkHydrus delivers new Trojan that can use Google Drive for C2 communications,2019-01-18,3,35,0,0,2,0,0,0,3.400970624772341,74.5,1.0,osint darkhydrus delivers new trojan use google drive communication
1036,IOCs Associated with DNS Infrastructure Tampering,2019-01-24,3,3,9,0,2,0,1,1,3.243143893531028,47.5,1.0,iocs associated dns infrastructure tampering
1037,2019-01-21: APT28 Autoit Zebrocy Progression,2019-01-21,2,0,0,1,5,1,0,0,0.0,21.2,0.0,apt autoit zebrocy progression
1038,2019-01-25: Lazarus Pakistan Toolkits,2019-01-26,2,0,0,0,4,1,0,0,0.0,65.75,0.0,lazarus pakistan toolkits
1039,2019-01-22: Emotet->TrickBot,2019-01-23,2,0,0,0,2,1,0,0,0.0,111.5,0.0,emotettrickbot
1040,2019-01-28: APT28 XTunnel Backdoor,2019-01-29,3,0,1,0,0,0,0,1,0.0,0.0,1.0,apt xtunnel backdoor
1041,2019-01-28: Turla Kazuar RAT,2019-01-28,3,0,0,0,2,0,0,0,0.0,47.0,1.0,turla kazuar rat
1042,OSINT - Cisco Job Posting Targets Korean Candidates,2019-01-30,3,3,0,2,1,1,0,0,3.292752778258549,71.0,1.0,osint cisco job posting target korean candidate
1043,"2019-01-31: ISFB v2 Installs Dridex ""3101""",2019-01-31,2,3,0,0,3,1,0,0,3.5278812957457637,17.333333333333332,0.0,isfb installs dridex
1044,Malicious XLS claiming to be from Deloitte,2019-02-06,3,1,5,0,0,0,1,1,3.471354487013929,0.0,1.0,malicious xl claiming deloitte
1045,OSINT - DanaBot updated with new C&C communication,2019-02-08,3,0,9,0,1,1,1,1,0.0,79.0,1.0,osint danabot updated new communication
1046,OSINT - ChessMaster Makes its Move: A Look into the Campaignâ€™s Cyberespionage Arsenal,2017-08-18,3,13,0,0,1,0,0,0,3.2656714901796686,97.0,1.0,osint chessmaster make move look campaign cyberespionage arsenal
1047,Fake amf-fr.org website delivering malicious Word document and binaries,2019-02-16,3,0,1,4,11,1,0,1,0.0,46.90909090909091,1.0,fake amffrorg website delivering malicious word document binary
1048,VMRay Analyzer Report for Sample #252574 (related amf-fr.org),2019-02-16,3,1,2,0,0,0,1,1,2.9219280948873623,0.0,1.0,vmray analyzer report sample related amffrorg
1049,Financial - socgen-compliance.com fake website delivering malicious documents,2019-02-01,3,1,3,2,1,1,1,1,3.499227541723357,52.0,1.0,financial socgencompliancecom fake website delivering malicious document
1050,IoT malware - Gafgyt.Gen28 (active) - 20190220 - 20190222,2019-02-20,3,0,2,0,15,0,1,1,0.0,29.066666666666663,1.0,iot malware gafgytgen active
1051,OSINT - New BabyShark Malware Targets U.S. National Security Think Tanks,2019-02-22,3,0,0,10,2,1,0,0,0.0,76.5,1.0,osint new babyshark malware target national security think tank
1053,"OSINT -  New SLUB Backdoor Uses GitHub, Communicates via Slack",2019-03-07,3,0,0,2,2,1,0,0,0.0,90.0,1.0,osint new slub backdoor us github communicates via slack
1054,2019-03-08: TerraLoader Signed -> JS RAT,2019-03-08,2,0,0,0,1,0,0,0,0.0,38.0,0.0,terraloader signed rat
1055,Fake invoice (per postal mail),2019-03-15,3,0,0,0,0,0,0,0,0.0,0.0,1.0,fake invoice per postal mail
1056,LockerGoga  - yara rules,2019-03-19,3,0,0,9,1,1,0,0,0.0,29.0,1.0,lockergoga yara rule
1057,OSINT -  Operation ShadowHammer,2019-03-25,3,1,1,0,5,0,0,1,3.521640636343318,85.2,1.0,osint operation shadowhammer
1058,OSINT- WinRAR Zero-day (CVE-2018-20250) Abused in Multiple Campaigns,2019-03-27,3,0,3,0,12,0,1,1,0.0,40.0,1.0,osint winrar zeroday cve abused multiple campaign
1059,"Tor hidden services for GandCrab and jokeroo ""vendor""",2019-04-04,3,5,0,0,0,0,0,0,3.741072073104081,0.0,1.0,tor hidden service gandcrab jokeroo vendor
1060,OSINT - Hancitor domains,2019-04-05,3,9,0,5,33,1,0,0,3.230565106938671,35.333333333333336,1.0,osint hancitor domain
1061,OSINT - STUXSHOP The Oldest Stuxnet Component Dials Up,2019-04-09,2,0,0,11,5,1,0,0,0.0,48.6,0.0,osint stuxshop oldest stuxnet component dial
1062,OSINT - Mirai Compiled for New Processors Surfaces in the Wild,2019-04-09,3,0,1,49,6,1,0,1,0.0,52.66666666666666,1.0,osint mirai compiled new processor surface wild
1063,Malware Analysis Report (AR19-100A) MAR-10135536-8 â€“ North Korean Trojan: HOPLIGHT MAR-10135536.r8.v1,2019-04-03,3,0,15,0,0,0,1,1,0.0,0.0,1.0,malware analysis report ara mar north korean trojan hoplight marrv
1064,OSINT - OSINT Reporting Regarding DPRK and TA505 Overlap,2019-04-11,3,0,1,0,1,1,0,1,0.0,69.0,1.0,osint osint reporting regarding dprk overlap
1065,OSINT - 97 domains phishing spread over 10 IP's,2019-04-21,3,97,20,0,1,0,1,1,3.58314938170685,29.0,1.0,osint domain phishing spread ip
1066,OSINT - Nueva campaÃ±a del grupo ruso TA505 dirigida a Chile y Argentina. #ServHelper,2019-04-22,3,0,2,8,16,1,1,1,0.0,65.5,1.0,osint nueva campaa del grupo ruso dirigida chile argentina servhelper
1067,OSINT - FINTEAM: Trojanized TeamViewer Against Government Targets,2019-04-23,3,0,0,0,9,1,0,0,0.0,31.666666666666668,1.0,osint finteam trojanized teamviewer government target
1068,OSINT -  DNSpionage brings out the Karkoff,2019-04-24,3,3,2,6,1,1,1,1,3.188768224241324,77.0,1.0,osint dnspionage brings karkoff
1069,OSINT - Threat Actor TA505 Targets Financial Enterprises Using LOLBins and a New Backdoor Malware,2019-04-25,3,3,2,0,1,1,1,1,3.158870804690521,121.0,1.0,osint threat actor target financial enterprise using lolbins new backdoor malware
1070,OSINT - BabyShark Malware Part Two â€“ Attacks Continue Using KimJongRAT and PCRat,2019-04-27,3,0,0,6,0,1,0,0,0.0,0.0,1.0,osint babyshark malware part two attack continue using kimjongrat pcrat
1071,OSINT -  Analysis of an IRC based Botnet,2019-04-27,3,0,0,11,15,1,0,0,0.0,30.266666666666666,1.0,osint analysis irc based botnet
1072,OSINT - Kernel Mode Malicious Loader,2019-05-01,3,0,1,0,2,1,0,1,0.0,37.0,1.0,osint kernel mode malicious loader
1073,OSINT - Goblin Panda continues to target Vietnam,2019-05-02,3,1,1,6,2,1,0,1,3.084962500721156,80.5,1.0,osint goblin panda continues target vietnam
1074,OSINT - CARBANAK Week - Fire Eye,2019-04-22,3,7,4,0,4,0,1,1,3.0968459249400344,103.5,1.0,osint carbanak week fire eye
1075,OSINT - Buckeye: Espionage Outfit Used Equation Group Tools Prior to Shadow Brokers Leak,2019-05-08,3,0,0,8,1,1,0,0,0.0,83.0,1.0,osint buckeye espionage outfit used equation group tool prior shadow broker leak
1076,OSINT - keepass(dot)com spreading malware acting as the official site for KeePass password manager. Download for .dmg and .exe files are available on the site.,2019-05-09,3,1,0,2,0,1,0,0,3.381580488309163,0.0,1.0,osint keepassdotcom spreading malware acting official site keepass password manager download dmg exe file available site
1078,Turla Outlook White Paper,2018-08-17,1,0,0,0,4,0,0,0,0.0,80.0,0.0,turla outlook white paper
1079,OSINT - [Emering] FIN7 JScript Loader Malware,2019-05-13,3,1,0,0,1,0,0,0,3.640223928941852,24.0,1.0,osint emering fin jscript loader malware
1081,Targeted phishing - PDF documents / phishkit,2019-05-16,3,0,0,0,9,0,0,0,0.0,54.22222222222222,1.0,targeted phishing pdf document phishkit
1082,HIDDEN COBRA - North Korean Malicious Cyber Activity (MAR-10135536.r21.v2),2019-05-14,3,0,0,0,0,0,0,0,0.0,0.0,1.0,hidden cobra north korean malicious cyber activity marrv
1083,OSINT - A journey to Zebrocy land,2019-05-22,3,0,0,0,4,0,0,0,0.0,51.75,1.0,osint journey zebrocy land
1084,OSINT -   Sorpresa! JasperLoader targets Italy with a new bag of tricks,2019-05-25,3,7,6,3,3,1,1,1,3.193914158117935,58.66666666666666,1.0,osint sorpresa jasperloader target italy new bag trick
1085,SMTP attackers honeypot logs for 2019-05-26,2019-05-26,3,0,43,0,0,0,1,1,0.0,0.0,1.0,smtp attacker honeypot log
1086,Script-maze historical malware seen,2019-05-26,3,0,0,9,21,1,0,0,0.0,29.61904761904762,1.0,scriptmaze historical malware seen
1087,Emissary Panda Attacks Middle East Government Sharepoint Servers by Palo Alto Unit42,2019-05-28,1,0,1,30,2,1,0,1,0.0,65.5,0.0,emissary panda attack middle east government sharepoint server palo alto unit
1088,Linux server infection with coinminers (derived from original post with iptables rules),2019-06-01,3,0,0,1,1,1,0,0,0.0,30.0,1.0,linux server infection coinminers derived original post iptables rule
1090,OSINT - FlawedAmmy RAT,2019-06-02,3,0,1,0,0,0,0,1,0.0,0.0,1.0,osint flawedammy rat
1091,OSINT - Gaining New Visibility into Financial Threats,2019-06-06,3,0,7,0,4,1,1,1,0.0,65.5,1.0,osint gaining new visibility financial threat
1092,OSINT - Spam Warns about Boeing 737 Max Crashes While Pushing Malware,2019-03-16,3,2,0,0,1,0,0,0,3.378783493486176,109.0,1.0,osint spam warns boeing max crash pushing malware
1093,OSINT - The Elderwood Project,2012-09-06,3,17,1,0,2,0,0,1,3.075893965438109,83.5,1.0,osint elderwood project
1094,Dharma Ransomware sample,2019-06-11,3,0,0,0,2,0,0,0,0.0,106.5,1.0,dharma ransomware sample
1095,OSINT - ThreatHunting/India/,2019-06-12,3,0,0,0,2,0,0,0,0.0,81.5,1.0,osint threathuntingindia
1096,OSINT - Trojan downloader found on Google Play by @Maler360,2019-06-12,3,0,0,0,0,0,0,0,0.0,0.0,1.0,osint trojan downloader found google play maler
1097,OSINT - Hide â€˜N Seek Botnet Updates Arsenal with Exploits Against Nexus Repository Manager & ThinkPHP,2019-06-17,3,0,0,0,1,0,0,0,0.0,127.0,1.0,osint hide seek botnet update arsenal exploit nexus repository manager thinkphp
1098,"Information stealer malware via fake malicious document as ""University of Luxembourg""",2019-06-24,3,1,2,0,2,0,1,1,3.4232517969803373,46.0,1.0,information stealer malware via fake malicious document university luxembourg
1099,Related malware samples,2019-06-24,3,0,0,20,0,1,0,0,0.0,0.0,1.0,related malware sample
1100,Soft Cell case - guessed indicators (via Twitter discussion),2019-06-26,3,6,3,5,2,1,1,1,2.723308333814104,81.5,1.0,soft cell case guessed indicator via twitter discussion
1101,Soft Cell case - Related indicators from correlations,2019-06-26,3,28,6,20,22,1,1,1,2.964248024826232,30.40909090909091,1.0,soft cell case related indicator correlation
1102,An Analysis of Linux.Ngioweb Botnet,2019-06-26,3,300,26,0,1,1,1,1,3.704988778038196,67.0,1.0,analysis linuxngioweb botnet
1103,OSINT - OSX/Linker: New Mac malware attempts zero-day Gatekeeper bypass,2019-06-28,3,0,1,0,2,0,0,1,0.0,85.5,1.0,osint osxlinker new mac malware attempt zeroday gatekeeper bypass
1104,OSINT - Threat Spotlight: Ratsnif - New Network Vermin from OceanLotus,2019-07-04,3,2,1,2,1,1,0,1,3.2644466495278337,108.0,1.0,osint threat spotlight ratsnif new network vermin oceanlotus
1105,OSINT -  SWEED: Exposing years of Agent Tesla campaigns,2019-07-15,3,58,9,1,23,1,1,1,3.3277241754907254,39.21739130434783,1.0,osint sweed exposing year agent tesla campaign
1106,OSINT - Turla renews its arsenal with Topinambour,2019-07-16,3,0,6,0,1,1,0,1,0.0,71.0,1.0,osint turla renews arsenal topinambour
1107,"2019-07-18: Newer ""PoSeidon"" aka ""FindPOS"" aka ""FindStr"" 15.10 Point-of-Sale Malware",2019-07-19,2,0,0,0,5,0,0,0,0.0,40.8,0.0,newer poseidon aka findpos aka findstr pointofsale malware
1108,OSINT - From Carnaval to Cinco de Mayo â€“ The journey of Amavaldo,2019-08-05,3,0,0,0,1,0,0,0,0.0,67.0,1.0,osint carnaval cinco mayo journey amavaldo
1109,OSINT - Sharpening the Machete,2019-08-05,3,13,6,0,2,0,1,1,3.077356388898449,75.0,1.0,osint sharpening machete
1110,OSINT -  Recent Cloud Atlas activity,2019-08-13,3,0,2,0,1,0,1,1,0.0,57.0,1.0,osint recent cloud atlas activity
1111,OSINT - Ruby/Gem Warning! is rest-client 1.6.13 hijacked? #713,2019-08-20,3,1,1,0,2,0,0,1,2.646439344671016,43.0,1.0,osint rubygem warning restclient hijacked
1112,OSINT - Emotet is back,2019-08-23,3,0,25,0,2,0,1,1,0.0,58.5,1.0,osint emotet back
1113,OSINT - Mirai - Loligang bot,2019-08-27,3,0,1,11,12,1,0,1,0.0,35.5,1.0,osint mirai loligang bot
1114,OSINT - Gamaredon group,2019-08-24,3,0,0,0,0,0,0,0,0.0,0.0,1.0,osint gamaredon group
1115,SectorJ04 Groupâ€™s Increased Activity in 2019,2019-08-29,3,0,0,0,1,0,0,0,0.0,84.0,1.0,sectorj group increased activity
1116,OSINT - ESET discovered an undocumented backdoor used by the infamous Stealth Falcon group,2019-09-09,3,5,3,0,1,1,1,1,3.5548325857755856,72.0,1.0,osint eset discovered undocumented backdoor used infamous stealth falcon group
1117,On-memory post exploit payloads from encoded binary,2019-09-15,2,1,1,0,3,0,0,1,3.277613436819116,28.33333333333333,0.0,onmemory post exploit payload encoded binary
1118,OSINT - New Gootkit Banking Trojan campaign against Italian Companies and Users.,2019-09-19,3,3,3,0,2,0,1,1,3.222808088918933,32.5,1.0,osint new gootkit banking trojan campaign italian company user
1119,OSINT - Emotet Updated C2 Info 9/20,2019-09-20,3,0,0,0,0,0,0,0,0.0,0.0,1.0,osint emotet updated info
1120,MISSING LINK: Tibetan Groups Targeted with Mobile Exploits,2019-09-24,1,15,12,5,32,1,1,1,3.141406040327729,38.09375,0.0,missing link tibetan group targeted mobile exploit
1121,New IoT multiplatform Linux malware: Linux/AirDropBot,2019-09-29,3,0,6,0,1,1,1,1,0.0,74.0,1.0,new iot multiplatform linux malware linuxairdropbot
1122,OSINT - #EmissaryPanda #APT older sample (2018),2019-10-03,3,1,0,0,0,0,0,0,2.8464393446710154,0.0,1.0,osint emissarypanda apt older sample
1124,OSINT - Chrome 0-day exploit CVE-2019-13720 used in Operation WizardOpium,2019-11-03,3,2,1,3,2,1,0,1,3.452819531114783,91.0,1.0,osint chrome day exploit cve used operation wizardopium
1125,OSINT - Turla/Venomous Bear Implants,2019-11-04,3,0,0,0,0,0,0,0,0.0,0.0,1.0,osint turlavenomous bear implant
1126,OSINT - Dans lâ€™Å“il de notre CyberSOC : la campagne malspam Aggah diversifie ses outils,2019-10-23,3,10,0,0,7,0,0,0,3.1820737808815545,43.85714285714285,1.0,osint dans lil notre cybersoc campagne malspam aggah diversifie s outils
1127,IECrypt sample analysed with VMRay Analyzer Report for Sample #245141 (IECrypt),2019-11-05,3,0,0,0,0,0,0,0,0.0,0.0,1.0,iecrypt sample analysed vmray analyzer report sample iecrypt
1128,OSINT - BitPaymer Source Code Fork: Meet DoppelPaymer Ransomware and Dridex 2.0,2019-07-12,3,0,0,8,1,1,0,0,0.0,70.0,1.0,osint bitpaymer source code fork meet doppelpaymer ransomware dridex
1129,OSINT - Trojan.ElectrumDoSMiner -  a Trojan responsible for the denial of service attacks against Electrum bitcoin wallets.,2019-11-20,3,0,4,1,1,1,1,1,0.0,65.0,1.0,osint trojanelectrumdosminer trojan responsible denial service attack electrum bitcoin wallet
1130,OSINT -  Wrong hashes (from getmonero.org) #6151 - malicious binaries,2019-11-21,1,5,2,1,6,1,1,1,3.20476399149718,62.16666666666666,0.0,osint wrong hash getmoneroorg malicious binary
1131,Malicious PyPI packages,2019-12-04,1,0,0,0,0,0,0,0,0.0,0.0,0.0,malicious pypi package
1132,2019-12-10: TrickBot Project â€œAnchor:â€ Window Into Sophisticated Operation,2019-12-10,2,0,0,11,1,1,0,0,0.0,103.0,0.0,trickbot project anchor window sophisticated operation
1134,OSINT - BfV Cyber-Brief Nr. 01/2019 - Hinweis auf aktuelle Angriffskampagne -,2019-12-09,1,0,0,0,0,0,0,0,0.0,0.0,0.0,osint bfv cyberbrief hinweis auf aktuelle angriffskampagne
1135,OSINT -  GALLIUM: Targeting global telecom,2019-12-12,1,7,0,0,2,0,0,0,2.691407143269232,91.5,0.0,osint gallium targeting global telecom
1137,Emotet in Depth TTP 10-07-19,2019-10-07,2,0,0,0,31,0,0,0,0.0,41.064516129032256,0.0,emotet depth ttp
1138,"OSINT - TA505 evolves ServHelper, uses Predator The Thief and Team Viewer Hijacking",2019-12-20,1,0,0,0,11,1,0,0,0.0,42.54545454545455,0.0,osint evolves servhelper us predator thief team viewer hijacking
1139,OSINT - Reversing a real-world 249 bytes backdoor!,2019-12-23,3,0,0,0,1,0,0,0,0.0,86.0,1.0,osint reversing realworld byte backdoor
1140,OSINT - Letâ€™s play (again) with Predator the thief â€“ Fumik0_'s box,2019-12-26,3,1,0,3,1,1,0,0,3.9219280948873623,70.0,1.0,osint let play predator thief fumiks box
1141,OSINT - The #BronzeUnion/#LuckyMouse/#APT27 infection checker,2019-12-27,3,0,0,0,0,0,0,0,0.0,0.0,1.0,osint bronzeunionluckymouseapt infection checker
1142,OSINT - Introducing BIOLOAD: FIN7 BOOSTWRITEâ€™s Lost Twin,2019-12-30,2,0,0,4,0,1,0,0,0.0,0.0,0.0,osint introducing bioload fin boostwrites lost twin
1143,OSINT - Spam via mobile phone,2020-01-07,3,0,0,0,1,0,0,0,0.0,41.0,1.0,osint spam via mobile phone
1144,OSINT -  More than a Dozen Obfuscated APT33 Botnets Used for Extreme Narrow Targeting,2019-11-13,1,11,0,0,1,0,0,0,3.346688209746169,137.0,0.0,osint dozen obfuscated apt botnets used extreme narrow targeting
1145,Muhstik Botnet Attacks Tomato Routers,2020-01-22,2,1,3,7,6,1,1,1,3.0,42.5,0.0,muhstik botnet attack tomato router
1146,OSINT - First Node.js-based Ransomware : Nodera,2020-01-24,3,0,0,2,1,1,0,0,0.0,66.0,1.0,osint first nodejsbased ransomware nodera
1147,OSINT - Iranian PupyRAT Bites Middle Eastern Organizations,2020-01-23,1,0,2,0,0,0,1,1,0.0,0.0,0.0,osint iranian pupyrat bite middle eastern organization
1148,VBS Downloader and Defender Control,2020-01-30,3,0,9,17,2,1,1,1,0.0,52.5,1.0,vbs downloader defender control
1149,Emotet/Trickbot,2020-01-25,3,5,2,0,9,0,1,1,3.5315924986670013,46.11111111111112,1.0,emotettrickbot
1150,XMRig and OPSEC Fail,2020-01-20,3,0,1,1,1,1,0,1,0.0,60.0,1.0,xmrig opsec fail
1151,Ako Ransomware,2020-01-17,3,0,1,1,2,1,0,1,0.0,56.0,1.0,ako ransomware
1152,Emotet - Trickbot - CobaltStrike - gtag mor85,2020-01-29,3,0,2,0,4,0,1,1,0.0,68.75,1.0,emotet trickbot cobaltstrike gtag mor
1153,Updating: Tracking Powershell Empire C2 via Urlscan,2020-02-04,2,0,11,0,12,0,1,1,0.0,33.666666666666664,0.0,updating tracking powershell empire via urlscan
1154,Warzone RAT,2020-02-06,3,0,0,0,3,0,0,0,0.0,11.333333333333334,1.0,warzone rat
1155,Dever Ransomware,2020-02-14,3,0,1,0,1,0,0,1,0.0,71.0,1.0,dever ransomware
1156,XMRig & Masscan,2020-02-14,3,0,1,0,0,0,0,1,0.0,0.0,1.0,xmrig masscan
1157,IRS Doc Malware,2020-02-16,3,3,8,0,2,0,1,1,3.632256157159597,64.0,1.0,irs doc malware
1158,Trickbot and AdFind Recon,2020-02-18,3,0,2,0,9,0,1,1,0.0,48.22222222222222,1.0,trickbot adfind recon
1160,Ostap Maldoc Samples,2020-02-20,3,1,2,0,1,0,1,1,3.5110854081804272,79.0,1.0,ostap maldoc sample
1161,Racoon Stealer,2020-02-27,3,1,0,0,5,0,0,0,3.403989446485262,43.0,1.0,racoon stealer
1162,Interesting Recon Script,2020-02-26,3,0,0,0,3,0,0,0,0.0,40.66666666666666,1.0,interesting recon script
1163,Remcos RAT 02-28-20,2020-03-03,3,20,2,0,1,0,1,1,3.2533116128683317,95.0,1.0,remcos rat
1165,Harma and Odveta Ransomware,2020-03-10,3,0,4,0,1,0,1,1,0.0,67.0,1.0,harma odveta ransomware
1166,"Rhombus - Linux DDoS botnet aims VPS & IoT, w/persistence & dropper",2020-03-12,3,0,4,0,1,1,1,1,0.0,91.0,1.0,rhombus linux ddos botnet aim vps iot wpersistence dropper
1167,OSINT - revengeRAT targeting France,2020-03-16,3,6,1,1,2,1,0,1,3.1108824321375064,118.0,1.0,osint revengerat targeting france
1168,OSINT - new sample of operation lagtime TA428,2020-03-16,3,0,1,0,1,1,0,1,0.0,63.0,1.0,osint new sample operation lagtime
1169,Trickbot Gtag QW1,2020-03-10,3,2,2,0,4,0,1,1,3.318042704090214,44.0,1.0,trickbot gtag
1170,Trickbot Gtag lib693/tt0002,2020-03-17,3,0,40,0,2,0,1,1,0.0,46.0,1.0,trickbot gtag libtt
1171,Lokibot Equation Editor Sample,2020-03-21,3,0,2,0,4,0,1,1,0.0,83.0,1.0,lokibot equation editor sample
1172,OSINT - Pivot from IP address (105.235.129.138) where the C2 was running,2020-03-24,3,0,1,0,0,1,0,1,0.0,0.0,1.0,osint pivot address running
1173,Trickbot to Ryuk in Two Hours,2020-03-23,2,1,9,0,1,0,1,1,3.238901256602631,69.0,0.0,trickbot ryuk two hour
1174,Ursnif Campaign f1.pipen.at,2020-04-22,3,17,6,0,1,0,1,1,2.7872432329446672,56.0,1.0,ursnif campaign fpipenat
1176,Trickbot to Pyxie,2020-04-21,3,3,59,0,1,0,1,1,3.2794809294363696,50.0,1.0,trickbot pyxie
1177,Linux/Mirai-Hilix (w/New TABLE encoder) aims Realtek & Huawei routers,2020-05-14,3,0,4,0,4,1,1,1,0.0,67.25,1.0,linuxmiraihilix wnew table encoder aim realtek huawei router
1178,KuGou trojan backdoor campaign aim RDP on HFS panels,2020-05-18,2,2,3,0,1,1,1,1,2.725480556997868,61.0,0.0,kugou trojan backdoor campaign aim rdp hf panel
1179,Linux/KAITEN AK47(a Mod-Telnet-Scanner) & Echo-loader hexstrings spread,2020-05-23,3,0,5,0,1,1,1,1,0.0,68.0,1.0,linuxkaiten aka modtelnetscanner echoloader hexstrings spread
1180,OSINT - TA505 IoC - 2020-06-06,2020-06-08,2,0,1,24,2,1,0,1,0.0,46.5,0.0,osint ioc
1181,OSINT - New Cyber Operation Targets Italy: Digging Into the Netwire Attack Chai,2020-06-08,3,1,1,0,1,1,0,1,3.796217602590056,103.0,1.0,osint new cyber operation target italy digging netwire attack chai
1182,OSINT - IQ-FA006:Dridex XLS Documents with Fancy Lures,2020-06-09,3,1,0,65,16,1,0,0,3.29277019393699,47.125,1.0,osint iqfadridex xl document fancy lure
1183,Dharma Ransomware Event,2020-06-12,3,0,1,0,1,0,0,1,0.0,79.0,1.0,dharma ransomware event
1185,Dridex to Empire,2020-07-15,3,0,15,0,1,0,1,1,0.0,74.0,1.0,dridex empire
1186,Linux/CDRThief — Indicators of Compromise - Who is calling? CDRThief targets Linux VoIP softswitches,2020-09-22,2,0,6,0,2,1,1,1,0.0,71.0,0.0,linuxcdrthief indicator compromise calling cdrthief target linux voip softswitches
1187,Ransomware Activity Targeting the Healthcare and Public Health Sector,2020-10-29,1,12,5,0,1,0,1,1,3.1289671025109302,144.0,0.0,ransomware activity targeting healthcare public health sector
1191,"OSINT - Anatomy of Attack: Inside BazarBackdoor to Ryuk Ransomware ""one"" Group via Cobalt Strike",2020-11-09,1,24,0,0,1,0,0,0,3.3831248872849837,121.0,0.0,osint anatomy attack inside bazarbackdoor ryuk ransomware one group via cobalt strike
1193,OSINT - Egregor: The New Ransomware Variant To Watch,2020-11-27,1,0,2,20,4,1,1,1,0.0,45.0,0.0,osint egregor new ransomware variant watch
