,event_info,threat_level_id,num_ips,has_multiple_ip_ranges,unique_ip_countries,criticite
1558,Finding Nemo(hosts) from Sofacy by ThreatConnect,1,52,1,1,0.0
1559,OSINT Duping Doping Domains - Possible Fancy Bear Domains Spoofing Anti-Doping and Olympic Organizations by ThreatConnect,1,3,1,1,0.0
1560,OSINT Fancy Bear Pens the Worst Blog Posts Ever by ThreatConnect,1,2,1,1,0.0
1561,OSINT Track to the future - How to use historical intelligence to get back to the future and defend your organization (example using APT28) by ThreatConnect,1,37,1,1,0.0
1562,OSINT Phantom of the Opaera: New KASPERAGENT Malware Campaign by ThreatConnect,2,2,1,1,0.0
1563,"M2M -  GlobeImposter ""..doc"" 2018-01-12 : ""Unpaid invoice "" - ""1234567.7z""",3,8,1,1,1.0
1565,OSINT - First C&C (IPv6) - Azorult,3,2,0,1,1.0
1566,Malicious Chrome browser extensions injecting code,3,23,0,1,1.0
1567,OSINT - Masuta : Satori Creatorsâ€™ Second Botnet Weaponizes A New Router Exploit.,3,0,0,0,1.0
1568,OSINT - RTF files for Hancitor utilize exploit for CVE-2017-11882,3,0,0,0,1.0
1569,Fake Job Application incl. Macro,3,1,0,1,1.0
1570,OSINT - Dark Caracal Cyber-espionage at a Global Scale,3,11,1,1,1.0
1571,OSINT - VERMIN: Quasar RAT and Custom Malware Used In Ukraine,3,8,1,1,1.0
1572,OSINT - TelegramRAT evades traditional defenses via the cloud,3,0,0,0,1.0
1573,OSINT - Analyzing CrossRAT,3,0,0,0,1.0
1574,OSINT - Smominru Monero mining botnet making millions for operators,3,33,1,1,1.0
1575,OSINT - Dasan Unauthenticated Remote Code Execution - and ongoing abuse,3,1,0,1,1.0
1576,OSINT - Zeus Panda Banking Trojan Targets Online Holiday Shoppers,3,0,0,0,1.0
1577,"OSINT - GandCrab Ransomware Distributed by Exploit Kits, Appends GDCB Extension",3,0,0,0,1.0
1578,A Slice of 2017 Sofacy Activity by Kaspersky,1,0,0,0,0.0
1579,OSINT - Sofacy Attacks Multiple Government Entities,2,0,0,0,0.0
1580,SMS/iMessage phishes forcing users to install/run scripts and update VPN settings,3,1,0,1,1.0
1581,"OSINT - McAfee Uncovers Operation Honeybee, a Malicious Document Campaign Targeting Humanitarian Aid Groups",3,0,0,0,1.0
1582,Malware â€œTSCookieâ€,3,3,1,1,1.0
1583,OSINT - Apache SOLR: the new target for cryptominers,3,0,0,0,1.0
1584,OSINT - New traces of Hacking Team in the wild,2,14,1,1,0.0
1585,OSINT - Turla Nautilus Implant,3,1,0,1,1.0
1586,OSINT -  Royal APT - APT15 - Related Information from NCC Group Cyber Defense Operations Research,2,0,0,0,0.0
1587,OSINT - APT15 is alive and strong: An analysis of RoyalCli and RoyalDNS,3,0,0,0,1.0
1588,OSINT - Qwerty Ransomware Utilizes GnuPG to Encrypt a Victims Files,3,0,0,0,1.0
1589,OSINT - Sofacy Uses DealersChoice to Target European Government Agency,3,0,0,0,1.0
1590,OSINT - Alert (TA18-074A) Russian Government Cyber Activity Targeting Energy and Other Critical Infrastructure Sectors,3,22,1,1,1.0
1591,"OSINT - March 28, 2018: Malware Analysis Report (MAR-10135536.11) â€“ North Korean Trojan: SHARPKNOT",3,0,0,0,1.0
1592,OSINT - Crypter-as-a-Service Helps jRAT Fly Under The Radar,3,2,0,1,1.0
1593,OSINT - Mole66 Cryptomix Ransomware Variant Released,3,0,0,0,1.0
1594,OSINT - The DiskWriter or UselessDisk BootLocker May Be A Wiper,3,0,0,0,1.0
1595,OSINT - Black Ruby Ransomware Skips Victims in Iran and Adds a Miner for Good Measure,3,0,0,0,1.0
1596,OSINT - The WhiteRose Ransomware Is Decryptable & Tells A Strange Story,3,0,0,0,1.0
1597,OSINT - Cisco IOS CVE-2018-0171 attack,2,0,0,0,0.0
1598,OSINT - New Matrix Ransomware Variants Installed Via Hacked Remote Desktop Services,3,0,0,0,1.0
1599,OSINT - PUBG Ransomware Decrypts Your Files If You Play PlayerUnknown's Battlegrounds,3,0,0,0,1.0
1600,"OSINT - Forgot About Default Accounts? No Worries, GoScanSSH Didnâ€™t",3,30,0,1,1.0
1601,OSINT -  IcedID Banking Trojan Teams up with Rovnix for Distribution,3,1,0,1,1.0
1602,OSINT - Goodbye Cerber? Hello Magniber Ransomware!,3,0,0,0,1.0
1603,Vurten Ransomware,3,0,0,0,1.0
1604,Crypren Ransomware,3,0,0,0,1.0
1605,OSINT - Minecraft & CS:GO Ransomware Strive For Media Attention,3,0,0,0,1.0
1607,OSINT - Maktub ransomware: possibly rebranded as Iron,3,0,0,0,1.0
1608,OSINT - Sednit update: Analysis of Zebrocy,2,0,0,0,0.0
1609,OSINT - Analyzing Operation GhostSecret: Attack Seeks to Steal Data Worldwide,2,13,1,1,0.0
1610,OSINT - On the Economic Significance of Ransomware Campaigns: A Bitcoin Transactions Perspective,3,0,0,0,1.0
1611,"OSINT - New Orangeworm attack group targets the healthcare sector in the U.S., Europe, and Asia",3,10,1,1,1.0
1612,OSINT - Who's who in the zoo. Cyberespionage operation targets android users in the Middle East.,3,2,0,1,1.0
1613,OSINT - GandCrab Version 3 Released With Autorun Feature and Desktop Background,3,0,0,0,1.0
1614,OSINT - Lojack Becomes a Double-Agent,3,0,0,0,1.0
1615,OSINT - APT28 malicious NATO document,3,0,0,0,1.0
1616,OSINT - â€œCyber Conflictâ€ Decoy Document Used In Real Cyber Conflict,3,0,0,0,1.0
1617,OSINT - Botnet exploiting GPON Vulnerability,3,1,0,1,1.0
1618,OSINT - Malicious Apps Get Back on the Play Store Just by Changing Their Name,3,0,0,0,1.0
1619,OSINT - A tale of two zero-days,3,0,0,0,1.0
1620,Panda Malware Broadens - F5 Blog,2,0,0,0,0.0
1621,TrickBot pir4 loader config,2,26,1,1,0.0
1622,Keylogger info via Twitter Feed,3,1,0,1,1.0
1623,Emotet 5-18-2018,3,19,1,1,1.0
1624,Talos Blog: VPNFilter,3,13,1,1,1.0
1625,Wells Fargo Phish,2,0,0,0,0.0
1627,Emotet - 5/17/2018,3,2,1,1,1.0
1628,Hancitor,3,0,0,0,1.0
1629,Talos Blog: Threat Roundup for May 18-25,3,4,1,1,1.0
1630,"""TrickBot"" and ""IcedID"" Botnet IOCs",2,0,0,0,0.0
1631,US-CERT Alert (TA18-149A) HIDDEN COBRA – Joanap Backdoor Trojan and Brambul Server Message Block Worm,3,86,1,1,1.0
1632,Grand Soft EK domains,2,0,0,0,0.0
1633,One IP hosting multiple phishing domains,2,1,0,1,0.0
1634,"#TrickBot banker updates to group_tag """"tt0002"" version ""1000206""",2,0,0,0,0.0
1635,Phishing Domains,3,0,0,0,1.0
1636,Phishing Domains,3,0,0,0,1.0
1637,OSINT - New Backup Cryptomix Ransomware Variant Actively Infecting Users,3,0,0,0,1.0
1638,OSINT - Sigrun Ransomware Author Decrypting Russian Victims for Free,3,0,0,0,1.0
1639,New Phishing Attacks Abuse Excel Internet Query Files,2,2,1,1,0.0
1640,Sofacy Group’s Parallel Attacks,2,5,1,1,0.0
1641,OSINT - PLEAD Downloader Used by BlackTech,3,1,0,1,1.0
1642,"OSINT - InvisiMole: surprisingly equipped spyware, undercover since 2013",3,11,1,1,1.0
1643,"OSINT -  Goodfellas, the Brazilian carding scene is after you",3,0,0,0,1.0
1644,OSINT -  Roaming Mantis uses DNS hijacking to infect Android smartphones,3,9,1,1,1.0
1645,Trend Micro Blog: New KillDisk Variant Hits Latin American Financial Organizations Again,3,0,0,0,1.0
1646,Malware Analysis Report (AR18-165A) MAR-10135536-12 â€“ North Korean Trojan: TYPEFRAME,3,7,1,1,1.0
1647,"Clipboard Hijacker Targeting Bitcoin & Ethereum Users Infects Over 300,0000 PCs",3,0,0,0,1.0
1648,OSINT - New Donut Ransomware,3,0,0,0,1.0
1649,OSINT - DBGer Ransomware Uses EternalBlue and Mimikatz to Spread Across Networks,3,0,0,0,1.0
1650,OSINT - Malware That Hit Pyeongchang Olympics Deployed in New Attacks,3,0,0,0,1.0
1651,OSINT - Tick Group Weaponized Secure USB Drives to Target Air-Gapped Critical Systems,2,0,0,0,0.0
1652,"Registrant Tracking for ""earthalgerrity@armyspy.com""",3,0,0,0,1.0
1653,bank phishing domains,2,0,0,0,0.0
1654,OSINT - RANCOR: Targeted Attacks in South East Asia Using PLAINTEE and DDKONG Malware Families,3,8,1,1,1.0
1655,Blog Post: EMOTET INFECTION WITH ICEDID,2,1,0,1,0.0
1656,Malicious Emails Outlook Themed,3,0,0,0,1.0
1657,Malware with legit company names in metadata,2,3,1,1,0.0
1658,Clipboard CryptoCoin Hijacker,2,0,0,0,0.0
1659,OSINT -  Down but Not Out: A Look Into Recent Exploit Kit Activities,3,10,1,1,1.0
1660,Talos Blog - Smoking Guns - Smoke Loader learned new tricks,2,20,1,1,0.0
1661,OSINT - APT Attack In the Middle East: The Big Bang,3,0,0,0,1.0
1662,Trend Micro Blog: Malicious Macro Hijacks Desktop Shortcuts to Deliver Backdoor,3,0,0,0,1.0
1663,OVH Phishing,3,0,0,0,1.0
1664,"Email Credential Phish, Dropbox Theme",3,0,0,0,1.0
1666,Hancitor Intel,3,0,0,0,1.0
1667,OSINT - Kronos Banking Trojan Used to Deliver New Point-of-Sale Malware,3,0,0,0,1.0
1668,OSINT - Leafminer: New Espionage Campaigns Targeting Middle Eastern Regions,3,0,0,0,1.0
1669,OSINT - Kronos Reborn,3,1,0,1,1.0
1670,"Massive Malvertising Campaign Discovered Attempting 40,000 Infections per Week",2,0,0,0,0.0
1671,OSINT - Malicious document targets Vietnamese officials,3,2,1,1,1.0
1672,Talos Blog: Multiple Cobalt Personality Disorder,2,0,0,0,0.0
1673,OSINT - Attacks on industrial enterprises using RMS and TeamViewer,2,8,1,1,0.0
1674,"Ursnif, MALWAREMESSIAGH",3,0,0,0,1.0
1675,"Phishing Domains, MALWAREMESSIAGH",3,0,0,0,1.0
1676,OSINT - Off-the-shelf RATs Targeting Pakistan,3,0,0,0,1.0
1677,"RBC Themed Phish, Obfuscated Javascript in .htm attachment",2,0,0,0,0.0
1678,OSINT - CYBER THREATSCAPE  REPORT 2018 - MIDYEAR CYBERSECURITY  RISK REVIEW,3,0,0,0,1.0
1679,OSINT - Malware Analysis Report (AR18-221A) MAR-10135536-17 â€“ North Korean Trojan: KEYMARBLE- MAR-10135536.r17.v1,3,3,1,1,1.0
1680,OSINT - SamSam Ransomware Crew Made Nearly $6 Million From Ransom Payments,3,0,0,0,1.0
1683,OSINT - RedAlpha: New Campaigns Discovered Targeting the Tibetan Community,3,12,1,1,1.0
1684,OSINT - è‚šè„‘è™«ç»„ç»‡ï¼ˆAPT-C-35ï¼‰ç§»åŠ¨ç«¯æ”»å‡»æ´»åŠ¨æ­éœ²,3,6,1,1,1.0
1685,OSINT - Microsoft Disrupts APT28 Hacking Campaign Aimed at US Midterm Elections,3,0,0,0,1.0
1687,OSINT - New Bip Dharma Ransomware Variant Released,3,0,0,0,1.0
1688,powerpool-malware-exploits-zero-day-vulnerability,2,1,0,1,0.0
1689,OSINT - Sigma Ransomware Being Distributed Using Fake Craigslist Malspam,3,0,0,0,1.0
1690,OSINT -  Operation AppleJeus: Lazarus hits cryptocurrency exchange with fake installer and macOS malware,3,5,1,1,1.0
1691,"OSINT - Multi-exploit IoT/Linux Botnets Mirai and Gafgyt Target Apache Struts, SonicWall",3,2,0,1,1.0
1692,OSINT - New KeyPass Ransomware Campaign Underway,3,0,0,0,1.0
1693,OSINT - old njRAT activity,3,2,1,1,1.0
1694,OSINT - Dangerous Invoices and Dangerous Infrastructure,3,1,0,1,1.0
1695,OSINT -  Familiar Feeling A Malware Campaign Targeting the Tibetan Diaspora Resurfaces,3,16,1,1,1.0
1696,"OSINT (expanded) - Xbash Combines Botnet, Ransomware, Coinmining in Worm that Targets Linux and Windows",3,2,1,1,1.0
1698,OSINT - Poison Ivy Group and the Cyberespionage Campaign Against Chinese Military and Goverment,3,10,1,1,1.0
1700,OSINT - CIG Circular 66  â€“ FASTCash  ATM Cash  Out Campaign,3,4,1,1,1.0
1701,OSINT - Indicators of Compromise for Malware used by APT28,3,61,1,1,1.0
1702,OSINT - Persirai: New Internet of Things (IoT) Botnet Targets IP Cameras,3,2,1,1,1.0
1703,OSINT - CoalaBot: http Ddos Bot,3,0,0,0,1.0
1704,OSINT - New Fox Ransomware Matrix Variant Tries Its Best to Close All File Handles,3,0,0,0,1.0
1705,OSINT -  MuddyWater expands operations,3,4,1,1,1.0
1707,OSINT - 2018-10-09 - HANCITOR INFECTION WITH ZEUS PANDA BANKER,3,0,0,0,1.0
1708,OSINT - Big Game Hunting: The Evolution of INDRIK SPIDER From Dridex Wire Fraud to BitPaymer Targeted Ransomware,3,0,0,0,1.0
1709,OSINT - CozyBear â€“ In from the Cold?,3,0,0,0,1.0
1710,OSINT -  RAT Gone Rogue: Meet ARS VBS Loader,3,3,1,1,1.0
1711,OSINT - Analyzing OilRigâ€™s Ops Tempo from Testing to Weaponization to Delivery,3,0,0,0,1.0
1712,OSINT - Turla PNG Dropper is back,3,0,0,0,1.0
1713,OSINT - `event-stream` dependency attack steals wallets from users of copay,3,3,1,1,1.0
1714,OSINT -  DNSpionage Campaign Targets Middle East,3,8,1,1,1.0
1715,OSINT - Hancitor active again yith new macro - IoCs,3,0,0,0,1.0
1716,SamSam Ransomware - Alert (AA18-337A),3,0,0,0,1.0
1717,MAR-10219351.r1.v2 (SamSam ransomware),3,0,0,0,1.0
1718,MAR-10164494.r1.v1 (SamSam ransomware),3,0,0,0,1.0
1719,MAR-10166283.r1.v1 (SamSam ransomware),3,0,0,0,1.0
1720,OSINT - Making a Ransomware Payment? It May Now Violate U.S. Sanctions,3,0,0,0,1.0
1721,Flash CVE-2018-15982 IOCs,1,3,1,1,0.0
1722,OSINT - Sextortion with a side of ransomware,3,0,0,0,1.0
1723,"OSINT - â€˜Operation Sharpshooterâ€™ Targets Global Defense, Critical Infrastructure",3,0,0,0,1.0
1724,OSINT - Password Protected ZIP with Maldoc,3,0,0,0,1.0
1725,OSINT - The Return of The Charming Kitten,3,24,1,1,1.0
1726,OSINT - New Bomb Threat Email Scam Campaign Demanding $20K in Bitcoin,3,0,0,0,1.0
1727,Malicious ELF binary (Mirai) - 2018-12-22 (collected on a router),3,1,0,1,1.0
1728,OSINT - Destructive Shamoon Malware Continues its Return with a New Anti-American Message,3,0,0,0,1.0
1729,Shamoon potential samples,2,0,0,0,0.0
1730,Phishing Sites,3,33,1,1,1.0
1731,FBI FLASH AB-000102-MW,3,0,0,0,1.0
1732,OSINT - DarkHydrus is launching attacks to targets in Middle East,3,0,0,0,1.0
1733,ServHelper and FlawedGrace - New malware introduced by TA505,2,1,0,1,0.0
1734,2019-01-10: North Korea Lazarus Targeting REDBANC,2,0,0,0,0.0
1735,OSINT -  Threat Actor â€œCold Riverâ€: Network Traffic Analysis and a Deep Dive on Agent Drable,3,8,1,1,1.0
1736,OSINT - TA505 Group Adopts New ServHelper Backdoor and FlawedGrace RAT,3,0,0,0,1.0
1737,OSINT - LoJax Command and Control Domains Still Active,3,2,1,1,1.0
1738,Incident - pear.php.net - compromised and delivering malicious package,3,1,0,1,1.0
1739,OSINT - DarkHydrus delivers new Trojan that can use Google Drive for C2 communications,3,0,0,0,1.0
1740,IOCs Associated with DNS Infrastructure Tampering,3,9,1,1,1.0
1741,2019-01-21: APT28 Autoit Zebrocy Progression,2,0,0,0,0.0
1742,2019-01-25: Lazarus Pakistan Toolkits,2,0,0,0,0.0
1743,2019-01-22: Emotet->TrickBot,2,0,0,0,0.0
1744,2019-01-28: APT28 XTunnel Backdoor,3,1,0,1,1.0
1745,2019-01-28: Turla Kazuar RAT,3,0,0,0,1.0
1746,OSINT - Cisco Job Posting Targets Korean Candidates,3,0,0,0,1.0
1747,"2019-01-31: ISFB v2 Installs Dridex ""3101""",2,0,0,0,0.0
1748,Malicious XLS claiming to be from Deloitte,3,5,1,1,1.0
1749,OSINT - DanaBot updated with new C&C communication,3,9,1,1,1.0
1750,OSINT - ChessMaster Makes its Move: A Look into the Campaignâ€™s Cyberespionage Arsenal,3,0,0,0,1.0
1751,Fake amf-fr.org website delivering malicious Word document and binaries,3,1,0,1,1.0
1752,VMRay Analyzer Report for Sample #252574 (related amf-fr.org),3,2,1,1,1.0
1753,Financial - socgen-compliance.com fake website delivering malicious documents,3,3,1,1,1.0
1754,IoT malware - Gafgyt.Gen28 (active) - 20190220 - 20190222,3,2,1,1,1.0
1755,OSINT - New BabyShark Malware Targets U.S. National Security Think Tanks,3,0,0,0,1.0
1757,"OSINT -  New SLUB Backdoor Uses GitHub, Communicates via Slack",3,0,0,0,1.0
1758,2019-03-08: TerraLoader Signed -> JS RAT,2,0,0,0,0.0
1759,Fake invoice (per postal mail),3,0,0,0,1.0
1760,LockerGoga  - yara rules,3,0,0,0,1.0
1761,OSINT -  Operation ShadowHammer,3,1,0,1,1.0
1762,OSINT- WinRAR Zero-day (CVE-2018-20250) Abused in Multiple Campaigns,3,3,1,1,1.0
1763,"Tor hidden services for GandCrab and jokeroo ""vendor""",3,0,0,0,1.0
1764,OSINT - Hancitor domains,3,0,0,0,1.0
1765,OSINT - STUXSHOP The Oldest Stuxnet Component Dials Up,2,0,0,0,0.0
1766,OSINT - Mirai Compiled for New Processors Surfaces in the Wild,3,1,0,1,1.0
1767,Malware Analysis Report (AR19-100A) MAR-10135536-8 â€“ North Korean Trojan: HOPLIGHT MAR-10135536.r8.v1,3,15,1,1,1.0
1768,OSINT - OSINT Reporting Regarding DPRK and TA505 Overlap,3,1,0,1,1.0
1769,OSINT - 97 domains phishing spread over 10 IP's,3,20,1,1,1.0
1770,OSINT - Nueva campaÃ±a del grupo ruso TA505 dirigida a Chile y Argentina. #ServHelper,3,2,1,1,1.0
1771,OSINT - FINTEAM: Trojanized TeamViewer Against Government Targets,3,0,0,0,1.0
1772,OSINT -  DNSpionage brings out the Karkoff,3,2,1,1,1.0
1773,OSINT - Threat Actor TA505 Targets Financial Enterprises Using LOLBins and a New Backdoor Malware,3,2,1,1,1.0
1774,OSINT - BabyShark Malware Part Two â€“ Attacks Continue Using KimJongRAT and PCRat,3,0,0,0,1.0
1775,OSINT -  Analysis of an IRC based Botnet,3,0,0,0,1.0
1776,OSINT - Kernel Mode Malicious Loader,3,1,0,1,1.0
1777,OSINT - Goblin Panda continues to target Vietnam,3,1,0,1,1.0
1778,OSINT - CARBANAK Week - Fire Eye,3,4,1,1,1.0
1779,OSINT - Buckeye: Espionage Outfit Used Equation Group Tools Prior to Shadow Brokers Leak,3,0,0,0,1.0
1780,OSINT - keepass(dot)com spreading malware acting as the official site for KeePass password manager. Download for .dmg and .exe files are available on the site.,3,0,0,0,1.0
1782,Turla Outlook White Paper,1,0,0,0,0.0
1783,OSINT - [Emering] FIN7 JScript Loader Malware,3,0,0,0,1.0
1785,Targeted phishing - PDF documents / phishkit,3,0,0,0,1.0
1786,HIDDEN COBRA - North Korean Malicious Cyber Activity (MAR-10135536.r21.v2),3,0,0,0,1.0
1787,OSINT - A journey to Zebrocy land,3,0,0,0,1.0
1788,OSINT -   Sorpresa! JasperLoader targets Italy with a new bag of tricks,3,6,1,1,1.0
1789,SMTP attackers honeypot logs for 2019-05-26,3,43,1,1,1.0
1790,Script-maze historical malware seen,3,0,0,0,1.0
1791,Emissary Panda Attacks Middle East Government Sharepoint Servers by Palo Alto Unit42,1,1,0,1,0.0
1792,Linux server infection with coinminers (derived from original post with iptables rules),3,0,0,0,1.0
1794,OSINT - FlawedAmmy RAT,3,1,0,1,1.0
1795,OSINT - Gaining New Visibility into Financial Threats,3,7,1,1,1.0
1796,OSINT - Spam Warns about Boeing 737 Max Crashes While Pushing Malware,3,0,0,0,1.0
1797,OSINT - The Elderwood Project,3,1,0,1,1.0
1798,Dharma Ransomware sample,3,0,0,0,1.0
1799,OSINT - ThreatHunting/India/,3,0,0,0,1.0
1800,OSINT - Trojan downloader found on Google Play by @Maler360,3,0,0,0,1.0
1801,OSINT - Hide â€˜N Seek Botnet Updates Arsenal with Exploits Against Nexus Repository Manager & ThinkPHP,3,0,0,0,1.0
1802,"Information stealer malware via fake malicious document as ""University of Luxembourg""",3,2,1,1,1.0
1803,Related malware samples,3,0,0,0,1.0
1804,Soft Cell case - guessed indicators (via Twitter discussion),3,3,1,1,1.0
1805,Soft Cell case - Related indicators from correlations,3,6,1,1,1.0
1806,An Analysis of Linux.Ngioweb Botnet,3,26,1,1,1.0
1807,OSINT - OSX/Linker: New Mac malware attempts zero-day Gatekeeper bypass,3,1,0,1,1.0
1808,OSINT - Threat Spotlight: Ratsnif - New Network Vermin from OceanLotus,3,1,0,1,1.0
1809,OSINT -  SWEED: Exposing years of Agent Tesla campaigns,3,9,1,1,1.0
1810,OSINT - Turla renews its arsenal with Topinambour,3,6,0,1,1.0
1811,"2019-07-18: Newer ""PoSeidon"" aka ""FindPOS"" aka ""FindStr"" 15.10 Point-of-Sale Malware",2,0,0,0,0.0
1812,OSINT - From Carnaval to Cinco de Mayo â€“ The journey of Amavaldo,3,0,0,0,1.0
1813,OSINT - Sharpening the Machete,3,6,1,1,1.0
1814,OSINT -  Recent Cloud Atlas activity,3,2,1,1,1.0
1815,OSINT - Ruby/Gem Warning! is rest-client 1.6.13 hijacked? #713,3,1,0,1,1.0
1816,OSINT - Emotet is back,3,25,1,1,1.0
1817,OSINT - Mirai - Loligang bot,3,1,0,1,1.0
1818,OSINT - Gamaredon group,3,0,0,0,1.0
1819,SectorJ04 Groupâ€™s Increased Activity in 2019,3,0,0,0,1.0
1820,OSINT - ESET discovered an undocumented backdoor used by the infamous Stealth Falcon group,3,3,1,1,1.0
1821,On-memory post exploit payloads from encoded binary,2,1,0,1,0.0
1822,OSINT - New Gootkit Banking Trojan campaign against Italian Companies and Users.,3,3,1,1,1.0
1823,OSINT - Emotet Updated C2 Info 9/20,3,0,0,0,1.0
1824,MISSING LINK: Tibetan Groups Targeted with Mobile Exploits,1,12,1,1,0.0
1825,New IoT multiplatform Linux malware: Linux/AirDropBot,3,6,1,1,1.0
1826,OSINT - #EmissaryPanda #APT older sample (2018),3,0,0,0,1.0
1828,OSINT - Chrome 0-day exploit CVE-2019-13720 used in Operation WizardOpium,3,1,0,1,1.0
1829,OSINT - Turla/Venomous Bear Implants,3,0,0,0,1.0
1830,OSINT - Dans lâ€™Å“il de notre CyberSOC : la campagne malspam Aggah diversifie ses outils,3,0,0,0,1.0
1831,IECrypt sample analysed with VMRay Analyzer Report for Sample #245141 (IECrypt),3,0,0,0,1.0
1832,OSINT - BitPaymer Source Code Fork: Meet DoppelPaymer Ransomware and Dridex 2.0,3,0,0,0,1.0
1833,OSINT - Trojan.ElectrumDoSMiner -  a Trojan responsible for the denial of service attacks against Electrum bitcoin wallets.,3,4,1,1,1.0
1834,OSINT -  Wrong hashes (from getmonero.org) #6151 - malicious binaries,1,2,1,1,0.0
1835,Malicious PyPI packages,1,0,0,0,0.0
1836,2019-12-10: TrickBot Project â€œAnchor:â€ Window Into Sophisticated Operation,2,0,0,0,0.0
1838,OSINT - BfV Cyber-Brief Nr. 01/2019 - Hinweis auf aktuelle Angriffskampagne -,1,0,0,0,0.0
1839,OSINT -  GALLIUM: Targeting global telecom,1,0,0,0,0.0
1841,Emotet in Depth TTP 10-07-19,2,0,0,0,0.0
1842,"OSINT - TA505 evolves ServHelper, uses Predator The Thief and Team Viewer Hijacking",1,0,0,0,0.0
1843,OSINT - Reversing a real-world 249 bytes backdoor!,3,0,0,0,1.0
1844,OSINT - Letâ€™s play (again) with Predator the thief â€“ Fumik0_'s box,3,0,0,0,1.0
1845,OSINT - The #BronzeUnion/#LuckyMouse/#APT27 infection checker,3,0,0,0,1.0
1846,OSINT - Introducing BIOLOAD: FIN7 BOOSTWRITEâ€™s Lost Twin,2,0,0,0,0.0
1847,OSINT - Spam via mobile phone,3,0,0,0,1.0
1848,OSINT -  More than a Dozen Obfuscated APT33 Botnets Used for Extreme Narrow Targeting,1,0,0,0,0.0
1849,Muhstik Botnet Attacks Tomato Routers,2,3,1,1,0.0
1850,OSINT - First Node.js-based Ransomware : Nodera,3,0,0,0,1.0
1851,OSINT - Iranian PupyRAT Bites Middle Eastern Organizations,1,2,1,1,0.0
1852,VBS Downloader and Defender Control,3,9,1,1,1.0
1853,Emotet/Trickbot,3,2,1,1,1.0
1854,XMRig and OPSEC Fail,3,1,0,1,1.0
1855,Ako Ransomware,3,1,0,1,1.0
1856,Emotet - Trickbot - CobaltStrike - gtag mor85,3,2,1,1,1.0
1857,Updating: Tracking Powershell Empire C2 via Urlscan,2,11,1,1,0.0
1858,Warzone RAT,3,0,0,0,1.0
1859,Dever Ransomware,3,1,0,1,1.0
1860,XMRig & Masscan,3,1,0,1,1.0
1861,IRS Doc Malware,3,8,1,1,1.0
1862,Trickbot and AdFind Recon,3,2,1,1,1.0
1864,Ostap Maldoc Samples,3,2,1,1,1.0
1865,Racoon Stealer,3,0,0,0,1.0
1866,Interesting Recon Script,3,0,0,0,1.0
1867,Remcos RAT 02-28-20,3,2,1,1,1.0
1869,Harma and Odveta Ransomware,3,4,1,1,1.0
1870,"Rhombus - Linux DDoS botnet aims VPS & IoT, w/persistence & dropper",3,4,1,1,1.0
1871,OSINT - revengeRAT targeting France,3,1,0,1,1.0
1872,OSINT - new sample of operation lagtime TA428,3,1,0,1,1.0
1873,Trickbot Gtag QW1,3,2,1,1,1.0
1874,Trickbot Gtag lib693/tt0002,3,40,1,1,1.0
1875,Lokibot Equation Editor Sample,3,2,1,1,1.0
1876,OSINT - Pivot from IP address (105.235.129.138) where the C2 was running,3,1,0,1,1.0
1877,Trickbot to Ryuk in Two Hours,2,9,1,1,0.0
1878,Ursnif Campaign f1.pipen.at,3,6,1,1,1.0
1880,Trickbot to Pyxie,3,59,1,1,1.0
1881,Linux/Mirai-Hilix (w/New TABLE encoder) aims Realtek & Huawei routers,3,4,1,1,1.0
1882,KuGou trojan backdoor campaign aim RDP on HFS panels,2,3,1,1,0.0
1883,Linux/KAITEN AK47(a Mod-Telnet-Scanner) & Echo-loader hexstrings spread,3,5,1,1,1.0
1884,OSINT - TA505 IoC - 2020-06-06,2,1,0,1,0.0
1885,OSINT - New Cyber Operation Targets Italy: Digging Into the Netwire Attack Chai,3,1,0,1,1.0
1886,OSINT - IQ-FA006:Dridex XLS Documents with Fancy Lures,3,0,0,0,1.0
1887,Dharma Ransomware Event,3,1,0,1,1.0
1889,Dridex to Empire,3,15,1,1,1.0
1890,Linux/CDRThief — Indicators of Compromise - Who is calling? CDRThief targets Linux VoIP softswitches,2,6,1,1,0.0
1891,Ransomware Activity Targeting the Healthcare and Public Health Sector,1,5,1,1,0.0
1895,"OSINT - Anatomy of Attack: Inside BazarBackdoor to Ryuk Ransomware ""one"" Group via Cobalt Strike",1,0,0,0,0.0
1897,OSINT - Egregor: The New Ransomware Variant To Watch,1,2,1,1,0.0
1900,OSINT - UNC2452 / SUNBURST @vxunderground OSINT related findings,1,0,0,0,0.0
1901,OSINT Threat Advisory: SolarWinds supply chain attack,1,0,0,0,0.0
1902,"RegretLocker - compiled information, activity and samples",2,1,0,1,0.0
1903,RegretLocker - VMRay Analyzer Report for Sample #1500977,3,8,1,1,1.0
1904,OSINT - Egregor RaaS Continues the Chaos with Cobalt Strike and Rclone,2,5,1,1,0.0
1905,C2-JARM - A list of JARM hashes for different ssl implementations used by some C2 tools.,3,0,0,0,1.0
1906,OSINT - Babuk Ransomware,3,0,0,0,1.0
1907,Leonardo S.p.A. Data Breach Analysis blog post from Reaqta,1,0,0,0,0.0
1908,OSINT - New campaign targeting security researchers,2,0,0,0,0.0
1909,OSINT - Kobalos – A complex Linux threat to high performance computing infrastructure,2,0,0,0,0.0
